FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-26,Buy,VERV,92539P101,VERVE THERAPEUTICS INC,19276,0.0115
ARKG,2021-07-26,Buy,ACCD,00437E102,ACCOLADE INC,81704,0.0445
ARKG,2021-07-26,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,99700,0.0311
ARKG,2021-07-26,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,182409,0.0773
ARKG,2021-07-26,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,4175,0.0016
ARKG,2021-07-26,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,109825,0.0378
ARKG,2021-07-26,Buy,QSI,74765K105,QUANTUM-SI INC,506400,0.0709
ARKG,2021-07-26,Sell,RHHBY,771195104,ROCHE HOLDING AG,148719,0.0788
ARKG,2021-07-26,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,3600,0.0001
ARKG,2021-07-26,Sell,PSTG,74624M102,PURE STORAGE INC,786175,0.1753
ARKG,2021-07-26,Sell,NVS,66987V109,NOVARTIS AG,60066,0.0619
ARKG,2021-07-26,Sell,CDNA,14167L103,CAREDX INC,6763,0.0065
ARKG,2021-07-26,Sell,ABBV,00287Y109,ABBVIE INC,376,0.0005
