FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-26,Buy,VUZI,92921W300,VUZIX CORP,55485,0.0135
ARKW,2021-07-26,Buy,RBLX,771049103,ROBLOX CORP,180341,0.235
ARKW,2021-07-26,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,71276,0.0127
ARKW,2021-07-26,Buy,DKNG,26142R104,DRAFTKINGS INC,137480,0.1132
ARKW,2021-07-26,Buy,DIS,254687106,WALT DISNEY CO/THE,102929,0.3076
ARKW,2021-07-26,Sell,JD,47215P106,JD.COM INC,651175,0.7232
ARKW,2021-07-26,Sell,NTDOY,654445303,NINTENDO CO LTD,84139,0.0959
ARKW,2021-07-26,Sell,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,200,0
ARKW,2021-07-26,Sell,BZ,48553T106,KANZHUN LTD,24732,0.0131
ARKW,2021-07-26,Sell,BEKE,482497104,KE HOLDINGS INC,3200,0.0014
