FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-02,Buy,VERV,92539P101,VERVE THERAPEUTICS INC,94600,0.068
ARKG,2021-08-02,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,14000,0.001
ARKG,2021-08-02,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,551578,0.0733
ARKG,2021-08-02,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,102356,0.0314
ARKG,2021-08-02,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,5897,0.0023
ARKG,2021-08-02,Buy,QSI,74765K105,QUANTUM-SI INC,70000,0.0076
ARKG,2021-08-02,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,96000,0.0349
ARKG,2021-08-02,Buy,MASS,65443P102,908 DEVICES INC,10671,0.0039
ARKG,2021-08-02,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,5000,0.0007
ARKG,2021-08-02,Buy,EDIT,28106W103,EDITAS MEDICINE INC,30356,0.0147
ARKG,2021-08-02,Buy,FATE,31189P102,FATE THERAPEUTICS INC,27556,0.0273
ARKG,2021-08-02,Sell,SEER,81578P106,SEER INC,31085,0.0113
ARKG,2021-08-02,Sell,PSTG,74624M102,PURE STORAGE INC,85623,0.0196
ARKG,2021-08-02,Sell,RHHBY,771195104,ROCHE HOLDING AG,121136,0.0684
ARKG,2021-08-02,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,22345,0.1502
ARKG,2021-08-02,Sell,NVS,66987V109,NOVARTIS AG,76404,0.0821
ARKG,2021-08-02,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,16099,0.0006
ARKG,2021-08-02,Sell,CLLS,15117K103,CELLECTIS SA,13270,0.0021
