FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-08-02,Buy,VUZI,92921W300,VUZIX CORP,99712,0.0256
ARKW,2021-08-02,Buy,CND,206071102,CONCORD ACQUISITION CORP,35000,0.0061
ARKW,2021-08-02,Buy,ETSY,29786A106,ETSY INC,61144,0.2015
ARKW,2021-08-02,Buy,TWLO,90138F102,TWILIO INC,31572,0.2079
ARKW,2021-08-02,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,90000,0.0163
ARKW,2021-08-02,Buy,PD,69553P100,PAGERDUTY INC,43000,0.0296
ARKW,2021-08-02,Sell,TTD,88339J105,TRADE DESK INC/THE,282943,0.4042
ARKW,2021-08-02,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,291,0.0003
ARKW,2021-08-02,Sell,SQ,852234103,SQUARE INC,43859,0.2066
ARKW,2021-08-02,Sell,PDD,722304102,PINDUODUO INC,97,0.0002
ARKW,2021-08-02,Sell,JD,47215P106,JD.COM INC,191,0.0002
ARKW,2021-08-02,Sell,BZ,48553T106,KANZHUN LTD,291,0.0002
