date,fund,company,ticker,cusip,market value($),weight(%)
10/22/2021,IZRL,MEDIWOUND LTD,MDWD,M68830104,3845862.68,1.44
10/22/2021,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,3827060.84,1.43
10/22/2021,IZRL,COLLPLANT BIOTECHNOLOGIES LT,CLGN UQ,M2R51X116,3803920.00,1.43
10/22/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,3722970.74,1.40
10/22/2021,IZRL,COMPUGEN LTD,CGEN,M25722105,3738405.95,1.40
10/22/2021,IZRL,BIOLINERX LTD-SPONS ADR,BLRX ,09071M205,3703929.92,1.39
10/22/2021,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,3684825.17,1.38
10/22/2021,IZRL,NAYAX LTD,NYAX,BMXT7N9,3690341.92,1.38
10/22/2021,IZRL,AQUARIUS ENGINES AM LTD,AQUA,BN7JJ92,3690997.06,1.38
10/22/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,3669893.44,1.38
10/22/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,3650690.34,1.37
10/22/2021,IZRL,SIMILARWEB LTD,SMWB,M84137104,3621815.91,1.36
10/22/2021,IZRL,WALKME LTD,WKME,M97628107,3619446.60,1.36
10/22/2021,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,3617004.57,1.36
10/22/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,3639867.84,1.36
10/22/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,3633312.30,1.36
10/22/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,3623222.25,1.36
10/22/2021,IZRL,ABRA INFORMATION TECHNOLOGIE,ABRA,B2NB586,3622776.67,1.36
10/22/2021,IZRL,EVOGENE LTD,EVGN,B289530,3632632.16,1.36
10/22/2021,IZRL,ENTERA BIO LTD,ENTX,M40527109,3630280.04,1.36
10/22/2021,IZRL,RADWARE LTD,RDWR,M81873107,3598708.80,1.35
10/22/2021,IZRL,WIX.COM LTD,WIX,M98068105,3605911.24,1.35
10/22/2021,IZRL,VASCULAR BIOGENICS LTD,VBLT,M96883109,3594092.35,1.35
10/22/2021,IZRL,TUFIN SOFTWARE TECHNOLOGIES,TUFN,M8893U102,3604711.53,1.35
10/22/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,3594622.20,1.35
10/22/2021,IZRL,ICECURE MEDICAL LTD,ICCM,B67PC92,3614096.34,1.35
10/22/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,3609869.55,1.35
10/22/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,3603683.40,1.35
10/22/2021,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,3573797.95,1.34
10/22/2021,IZRL,STRATASYS LTD,SSYS,M85548101,3567453.30,1.34
10/22/2021,IZRL,POLYPID LTD,PYPD,M8001Q118,3571134.64,1.34
10/22/2021,IZRL,GAMIDA CELL LTD,GMDA,M47364100,3583595.55,1.34
10/22/2021,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,3573520.61,1.34
10/22/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,3585645.36,1.34
10/22/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,3564970.08,1.34
10/22/2021,IZRL,ELECTRA CONSUMER PRODUCTS 19,ECP,B536CY7,3583108.70,1.34
10/22/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,3573265.27,1.34
10/22/2021,IZRL,HILAN LTD,HLAN,6267230,3587324.33,1.34
10/22/2021,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,3573094.56,1.34
10/22/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,3564830.82,1.34
10/22/2021,IZRL,CAMTEK LTD,CAMT,M20791105,3548201.58,1.33
