date,fund,company,ticker,cusip,market value($),weight(%)
10/22/2021,ARKW,TESLA INC,TSLA,88160R101,553863396.00,10.08
10/22/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,389347101.19,7.08
10/22/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,336922330.37,6.13
10/22/2021,ARKW,TWITTER INC,TWTR,90184L102,299007622.80,5.44
10/22/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,278465113.55,5.07
10/22/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,246309829.80,4.48
10/22/2021,ARKW,ROKU INC,ROKU,77543R102,241409164.50,4.39
10/22/2021,ARKW,SQUARE INC - A,SQ,852234103,228058397.04,4.15
10/22/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,214821289.59,3.91
10/22/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,208975305.00,3.80
10/22/2021,ARKW,TWILIO INC - A,TWLO,90138F102,200092383.14,3.64
10/22/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,193789694.12,3.53
10/22/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,175448351.28,3.19
10/22/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,160871224.11,2.93
10/22/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,129755043.18,2.36
10/22/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,124614630.90,2.27
10/22/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,122283942.20,2.22
10/22/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,106179806.07,1.93
10/22/2021,ARKW,SPLUNK INC,SPLK,848637104,93722597.90,1.70
10/22/2021,ARKW,ETSY INC,ETSY,29786A106,83894665.68,1.53
10/22/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,83626452.00,1.52
10/22/2021,ARKW,PAGERDUTY INC,PD,69553P100,70672798.65,1.29
10/22/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,70299427.20,1.28
10/22/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,66452505.60,1.21
10/22/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,63852529.07,1.16
10/22/2021,ARKW,SEA LTD-ADR,SE,81141R100,62505401.70,1.14
10/22/2021,ARKW,SKILLZ INC,SKLZ,83067L109,59196775.40,1.08
10/22/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,58746872.47,1.07
10/22/2021,ARKW,DOCUSIGN INC,DOCU,256163106,57943725.06,1.05
10/22/2021,ARKW,OKTA INC,OKTA,679295105,57661406.67,1.05
10/22/2021,ARKW,VUZIX CORP,VUZI,92921W300,55991102.08,1.02
10/22/2021,ARKW,VERACYTE INC,VCYT,92337F107,52671494.70,0.96
10/22/2021,ARKW,LIVEPERSON INC,LPSN,538146101,50009423.50,0.91
10/22/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,48789992.68,0.89
10/22/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,47370723.66,0.86
10/22/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,44184006.30,0.80
10/22/2021,ARKW,2U INC,TWOU,90214J101,43797742.65,0.80
10/22/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,38068905.24,0.69
10/22/2021,ARKW,SNAP INC - A,SNAP,83304A106,35615359.36,0.65
10/22/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,28248321.49,0.51
10/22/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,8156870.55,0.15
10/22/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,5306598.99,0.10
10/22/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,33520.90,0.00
