date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/13/2021,IZRL,"DANEL (ADIR YEOSHUA) LTD",DANE,6253433,"17,195","$3,457,724.91",1.33%
10/13/2021,IZRL,"STRATASYS LTD",SSYS,M85548101,"128,109","$3,458,943.00",1.33%
10/13/2021,IZRL,"CERAGON NETWORKS LTD",CRNT,M22013102,"1,020,061","$3,427,404.96",1.32%
10/13/2021,IZRL,"CHECK POINT SOFTWARE TECH",CHKP,M22465104,"28,459","$3,406,826.89",1.31%
10/13/2021,IZRL,"KAMADA LTD",KMDA,B0L2CR5,"642,030","$3,370,637.64",1.30%
10/13/2021,IZRL,"CELLCOM ISRAEL LTD",CEL,B23WQK8,"937,596","$3,300,904.12",1.27%
10/13/2021,IZRL,"PURPLE BIOTECH LTD-ADR",PPBT,74638P109,"729,758","$3,232,827.94",1.25%
10/13/2021,IZRL,"COLLPLANT BIOTECHNOLOGIES LT","CLGN UQ",M2R51X116,"189,664","$3,203,424.96",1.24%
10/13/2021,IZRL,"TARO PHARMACEUTICAL INDUS",TARO,M8737E108,"50,732","$3,227,062.52",1.24%
10/13/2021,IZRL,"GILAT SATELLITE NETWORKS LTD",GILT,M51474118,"381,008","$3,189,036.96",1.23%
10/13/2021,IZRL,"COGNYTE SOFTWARE LTD",CGNT,M25133105,"142,868","$3,128,809.20",1.21%
10/13/2021,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,"67,308","$3,140,096.03",1.21%
10/13/2021,IZRL,"ENTERA BIO LTD",ENTX,M40527109,"677,196","$3,101,557.68",1.20%
10/13/2021,IZRL,"ABRA INFORMATION TECHNOLOGIE",ABRA,B2NB586,"2,509,021","$3,045,847.79",1.18%
10/13/2021,IZRL,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"536,975","$3,017,799.50",1.16%
10/13/2021,IZRL,"FIVERR INTERNATIONAL LTD",FVRR,M4R82T106,"16,747","$2,994,866.01",1.16%
10/13/2021,IZRL,"RADA ELECTRONIC INDS LTD",RADA,M81863124,"293,109","$3,016,091.61",1.16%
10/13/2021,IZRL,"VASCULAR BIOGENICS LTD",VBLT,M96883109,"1,381,604","$2,984,264.64",1.15%
10/13/2021,IZRL,"AQUARIUS ENGINES AM LTD",AQUA,BN7JJ92,"257,536","$2,919,230.00",1.13%
10/13/2021,IZRL,"SIMILARWEB LTD",SMWB,M84137104,"154,389","$2,938,022.67",1.13%
10/13/2021,IZRL,"EVOGENE LTD",EVGN,B289530,"1,093,246","$2,895,458.18",1.12%
10/13/2021,IZRL,"ALLOT LTD",ALLT,M0854Q105,"193,109","$2,834,840.12",1.09%
10/13/2021,IZRL,"BIOLINERX LTD-SPONS ADR","BLRX ",09071M205,"1,064,778","$2,800,366.14",1.08%
10/13/2021,IZRL,"WALKME LTD",WKME,M97628107,"117,331","$2,798,344.35",1.08%
10/13/2021,IZRL,"NANO-X IMAGING LTD",NNOX,M70700105,"122,563","$2,741,734.31",1.06%
10/13/2021,IZRL,"AUGWIND ENERGY TECH STORAGE",AUGN,B290CJ7,"181,628","$2,728,016.15",1.05%
10/13/2021,IZRL,"JFROG LTD",FROG,M6191J100,"80,388","$2,631,099.24",1.02%
10/13/2021,IZRL,"PHINERGY LTD",PNRG,BMZ52P2,"915,661","$2,580,360.12",1.00%
10/13/2021,IZRL,"CHECK CAP LTD",CHEK,M2361E203,"3,024,575","$2,597,505.01",1.00%
10/13/2021,IZRL,"GAMIDA CELL LTD",GMDA,M47364100,"618,370","$2,590,970.30",1.00%
10/13/2021,IZRL,"MEDIWOUND LTD",MDWD,M68830104,"758,369","$2,555,703.53",0.99%
10/13/2021,IZRL,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,"917,489","$2,257,022.94",0.87%
10/13/2021,IZRL,"WIX.COM LTD",WIX,M98068105,"12,269","$2,241,423.61",0.86%
10/13/2021,IZRL,"ICECURE MEDICAL LTD",ICCM,B67PC92,"310,544","$2,145,292.85",0.83%
10/13/2021,IZRL,"COMPUGEN LTD",CGEN,M25722105,"353,093","$2,150,336.37",0.83%
10/13/2021,IZRL,"INTERCURE LTD",INCR,B23SD94,"285,226","$2,056,868.44",0.79%
10/13/2021,IZRL,"INNOVIZ TECHNOLOGIES LTD","INVZ UR",M5R635108,"349,816","$1,717,596.56",0.66%
10/13/2021,IZRL,"CHEMOMAB THERAPEUTICS LTD",CMMB,16385C104,"178,990","$1,632,388.80",0.63%
10/13/2021,IZRL,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"1,126,750","$1,126,750.28",0.43%
10/13/2021,IZRL,"REDHILL BIOPHARMA LTD-SP ADR",RDHL,757468103,"18,970","$88,969.30",0.03%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product."
