FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-14,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,6432,0.0096
ARKK,2021-05-14,Buy,U,91332U101,UNITY SOFTWARE INC,22735,0.0096
ARKK,2021-05-14,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,75990,0.014
ARKK,2021-05-14,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,71866,0.0073
ARKK,2021-05-14,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,25469,0.003
ARKK,2021-05-14,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,20000,0.0109
ARKK,2021-05-14,Buy,COIN,19260Q107,COINBASE GLOBAL INC,80412,0.1067
ARKK,2021-05-14,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,11890,0.0004
ARKK,2021-05-14,Sell,PCAR,693718108,PACCAR INC,4300,0.0021
ARKK,2021-05-14,Sell,HUYA,44852D108,HUYA INC,502100,0.0402
ARKK,2021-05-14,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,1121,0.003
ARKK,2021-05-14,Sell,SNPS,871607107,SYNOPSYS INC,29680,0.0354
ARKK,2021-05-14,Sell,TREE,52603B107,LENDINGTREE INC,102911,0.0965
ARKK,2021-05-14,Sell,BIDU,056752108,BAIDU INC,19000,0.018
