FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKX,2021-05-14,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,8518,0.0508
ARKX,2021-05-14,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,26211,0.1038
ARKX,2021-05-14,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,6000,0.0156
ARKX,2021-05-14,Sell,WKHS,98138J206,WORKHORSE GROUP INC,136395,0.1686
