FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-14,Buy,ACCD,00437E102,ACCOLADE INC,1415,0.0007
ARKG,2021-05-14,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,69020,0.0187
ARKG,2021-05-14,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,2713,0.0011
ARKG,2021-05-14,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,1302,0.0001
ARKG,2021-05-14,Buy,MASS,65443P102,908 DEVICES INC,27838,0.0129
ARKG,2021-05-14,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,159649,0.0787
ARKG,2021-05-14,Buy,EXAS,30063P105,EXACT SCIENCES CORP,18300,0.0229
ARKG,2021-05-14,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,2179,0.0003
ARKG,2021-05-14,Buy,CDXS,192005106,CODEXIS INC,27900,0.0065
ARKG,2021-05-14,Buy,BLI,084310101,BERKELEY LIGHTS INC,75937,0.0357
ARKG,2021-05-14,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,202015,0.068
ARKG,2021-05-14,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,2800,0.0166
ARKG,2021-05-14,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,204414,0.0141
ARKG,2021-05-14,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,179845,0.173
ARKG,2021-05-14,Sell,RHHBY,771195104,ROCHE HOLDING AG,103334,0.0562
ARKG,2021-05-14,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,37570,0.0018
ARKG,2021-05-14,Sell,PHR,71944F106,PHREESIA INC,6500,0.0038
ARKG,2021-05-14,Sell,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,2077,0.0058
