date,fund,company,ticker,cusip,market value($),weight(%)
10/26/2021,IZRL,AUGWIND ENERGY TECH STORAGE,AUGN,B290CJ7,4441301.54,1.68
10/26/2021,IZRL,COLLPLANT BIOTECHNOLOGIES LT,CLGN UQ,M2R51X116,4126512.20,1.56
10/26/2021,IZRL,STRATASYS LTD,SSYS,M85548101,4057220.00,1.54
10/26/2021,IZRL,ICECURE MEDICAL LTD,ICCM,B67PC92,4017304.26,1.52
10/26/2021,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,3993103.86,1.51
10/26/2021,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,3843613.48,1.45
10/26/2021,IZRL,WALKME LTD,WKME,M97628107,3720918.60,1.41
10/26/2021,IZRL,KAMADA LTD,KMDA,B0L2CR5,3683258.83,1.39
10/26/2021,IZRL,PLASSON INDUSTRIES LTD,PLSN,6094728,3636617.30,1.38
10/26/2021,IZRL,VASCULAR BIOGENICS LTD,VBLT,M96883109,3658277.70,1.38
10/26/2021,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,3645287.36,1.38
10/26/2021,IZRL,ARAD LTD,ARD,B0G7VP6,3643445.59,1.38
10/26/2021,IZRL,MATRIX IT LTD,MTRX,6747754,3651384.70,1.38
10/26/2021,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,3641247.77,1.38
10/26/2021,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,3628666.58,1.37
10/26/2021,IZRL,TUFIN SOFTWARE TECHNOLOGIES,TUFN,M8893U102,3609910.00,1.37
10/26/2021,IZRL,KORNIT DIGITAL LTD,KRNT,M6372Q113,3624340.20,1.37
10/26/2021,IZRL,INMODE LTD,INMD,M5425M103,3621240.16,1.37
10/26/2021,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,3623103.96,1.37
10/26/2021,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,3620505.37,1.37
10/26/2021,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,3592898.00,1.36
10/26/2021,IZRL,NICE LTD - SPON ADR,NICE,653656108,3607010.40,1.36
10/26/2021,IZRL,PRIORTECH LTD,PRTC,6677776,3594029.05,1.36
10/26/2021,IZRL,ABRA INFORMATION TECHNOLOGIE,ABRA,B2NB586,3592762.19,1.36
10/26/2021,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,3598955.92,1.36
10/26/2021,IZRL,MAGIC SOFTWARE ENTERPRISES,MGIC,6328074,3554630.52,1.35
10/26/2021,IZRL,SOLAREDGE TECHNOLOGIES INC,SEDG,83417M104,3557135.68,1.35
10/26/2021,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,3572700.23,1.35
10/26/2021,IZRL,NAYAX LTD,NYAX,BMXT7N9,3560547.31,1.35
10/26/2021,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,3574347.16,1.35
10/26/2021,IZRL,CAMTEK LTD,CAMT,M20791105,3580437.90,1.35
10/26/2021,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,3562675.47,1.35
10/26/2021,IZRL,NOVA LTD,NVMI,M7516K103,3565386.44,1.35
10/26/2021,IZRL,PERION NETWORK LTD,PERI,M78673114,3534850.26,1.34
10/26/2021,IZRL,RADWARE LTD,RDWR,M81873107,3541056.48,1.34
10/26/2021,IZRL,WIX.COM LTD,WIX,M98068105,3538841.35,1.34
10/26/2021,IZRL,AQUARIUS ENGINES AM LTD,AQUA,BN7JJ92,3545716.48,1.34
10/26/2021,IZRL,HILAN LTD,HLAN,6267230,3543119.69,1.34
10/26/2021,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,3545101.17,1.34
10/26/2021,IZRL,MALAM - TEAM LTD,MLTM,6875923,3506491.46,1.33
10/26/2021,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,3505102.48,1.33
10/26/2021,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,3507613.68,1.33
10/26/2021,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,3516494.22,1.33
