FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-04-20,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,30087,0.0089
ARKK,2021-04-20,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,748503,0.1101
ARKK,2021-04-20,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,1146771,0.1045
ARKK,2021-04-20,Buy,DKNG,26142R104,DRAFTKINGS INC,214625,0.0498
ARKK,2021-04-20,Buy,COIN,19260Q107,COINBASE GLOBAL INC,184175,0.2563
ARKK,2021-04-20,Buy,BLI,084310101,BERKELEY LIGHTS INC,76370,0.015
ARKK,2021-04-20,Sell,PCAR,693718108,PACCAR INC,276415,0.108
ARKK,2021-04-20,Sell,ROKU,77543R102,ROKU INC,73767,0.1111
ARKK,2021-04-20,Sell,SQ,852234103,SQUARE INC,188647,0.1968
ARKK,2021-04-20,Sell,TWTR,90184L102,TWITTER INC,605633,0.1688
