FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-08-10,Buy,Z,98954M200,ZILLOW GROUP INC,340891,0.1478
ARKK,2021-08-10,Buy,FATE,31189P102,FATE THERAPEUTICS INC,21200,0.0082
ARKK,2021-08-10,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,690523,0.0986
ARKK,2021-08-10,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,1953160,0.0842
ARKK,2021-08-10,Sell,TXG,88025U109,10X GENOMICS INC,26272,0.0191
ARKK,2021-08-10,Sell,SQ,852234103,SQUARE INC,66982,0.079
ARKK,2021-08-10,Sell,SHOP,82509L107,SHOPIFY INC,12339,0.0809
ARKK,2021-08-10,Sell,SE,81141R100,SEA LTD,102270,0.1335
ARKK,2021-08-10,Sell,NTDOY,654445303,NINTENDO CO LTD,139500,0.0341
ARKK,2021-08-10,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,100,0
ARKK,2021-08-10,Sell,DOCU,256163106,DOCUSIGN INC,62744,0.0814
