FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-10,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,268463,0.1058
ARKG,2021-08-10,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,48616,0.0551
ARKG,2021-08-10,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,201832,0.0275
ARKG,2021-08-10,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,308074,0.0944
ARKG,2021-08-10,Buy,PATH,90364P105,UIPATH INC,176152,0.1281
ARKG,2021-08-10,Sell,SEER,81578P106,SEER INC,121042,0.0425
ARKG,2021-08-10,Sell,RHHBY,771195104,ROCHE HOLDING AG,394655,0.2194
ARKG,2021-08-10,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,8271,0.0571
ARKG,2021-08-10,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,7402,0.0003
ARKG,2021-08-10,Sell,PSTG,74624M102,PURE STORAGE INC,136940,0.0301
ARKG,2021-08-10,Sell,NVS,66987V109,NOVARTIS AG,53188,0.0551
ARKG,2021-08-10,Sell,CLLS,15117K103,CELLECTIS SA,600,0.0001
ARKG,2021-08-10,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,72802,0.0552
ARKG,2021-08-10,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,116467,0.0214
