FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-11,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,84000,0.0261
ARKK,2021-05-11,Buy,U,91332U101,UNITY SOFTWARE INC,248892,0.1027
ARKK,2021-05-11,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,273510,0.0494
ARKK,2021-05-11,Buy,SPOT,L8681T102,SPOTIFY TECHNOLOGY SA,84509,0.0958
ARKK,2021-05-11,Buy,SHOP,82509L107,SHOPIFY INC,19056,0.1034
ARKK,2021-05-11,Buy,ROKU,77543R102,ROKU INC,63981,0.097
ARKK,2021-05-11,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,2139511,0.1985
ARKK,2021-05-11,Buy,PATH,90364P105,UIPATH INC,510764,0.1751
ARKK,2021-05-11,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,112867,0.0127
ARKK,2021-05-11,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,68991,0.1006
ARKK,2021-05-11,Buy,BLI,084310101,BERKELEY LIGHTS INC,541435,0.1138
ARKK,2021-05-11,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,14000,0.0069
ARKK,2021-05-11,Buy,DKNG,26142R104,DRAFTKINGS INC,459974,0.1012
ARKK,2021-05-11,Buy,FATE,31189P102,FATE THERAPEUTICS INC,64210,0.0241
ARKK,2021-05-11,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,70302,0.1755
ARKK,2021-05-11,Sell,HUYA,44852D108,HUYA INC,568900,0.0438
ARKK,2021-05-11,Sell,NTDOY,654445303,NINTENDO CO LTD,65800,0.0233
ARKK,2021-05-11,Sell,SNPS,871607107,SYNOPSYS INC,142700,0.1621
ARKK,2021-05-11,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,13067,0.0005
ARKK,2021-05-11,Sell,TREE,52603B107,LENDINGTREE INC,90338,0.0767
ARKK,2021-05-11,Sell,BIDU,056752108,BAIDU INC,137234,0.1239
ARKK,2021-05-11,Sell,BEKE,482497104,KE HOLDINGS INC,1187600,0.2796
ARKK,2021-05-11,Sell,NVS,66987V109,NOVARTIS AG,21128,0.0091
