FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-11,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,30373,0.0121
ARKG,2021-05-11,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,11899,0.0048
ARKG,2021-05-11,Buy,VCYT,92337F107,VERACYTE INC,101295,0.0527
ARKG,2021-05-11,Buy,MASS,65443P102,908 DEVICES INC,51555,0.0289
ARKG,2021-05-11,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,108046,0.0497
ARKG,2021-05-11,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,40365,0.006
ARKG,2021-05-11,Buy,CDXS,192005106,CODEXIS INC,25301,0.0055
ARKG,2021-05-11,Buy,CDNA,14167L103,CAREDX INC,24947,0.0204
ARKG,2021-05-11,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,84177,0.0605
ARKG,2021-05-11,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,3073,0.0002
ARKG,2021-05-11,Sell,RHHBY,771195104,ROCHE HOLDING AG,84200,0.0437
ARKG,2021-05-11,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,35600,0.0313
ARKG,2021-05-11,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,66857,0.0044
ARKG,2021-05-11,Sell,PHR,71944F106,PHREESIA INC,209433,0.1181
