FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-04,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,170222,0.0253
ARKG,2021-05-04,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,178177,0.0631
ARKG,2021-05-04,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,14201,0.0051
ARKG,2021-05-04,Buy,ZY,98985X100,ZYMERGEN INC,31665,0.0148
ARKG,2021-05-04,Buy,MASS,65443P102,908 DEVICES INC,56000,0.0319
ARKG,2021-05-04,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,482340,0.2281
ARKG,2021-05-04,Sell,PSTG,74624M102,PURE STORAGE INC,287553,0.0603
ARKG,2021-05-04,Sell,PHR,71944F106,PHREESIA INC,24300,0.0132
ARKG,2021-05-04,Sell,RHHBY,771195104,ROCHE HOLDING AG,138868,0.0627
ARKG,2021-05-04,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,16399,0.0845
ARKG,2021-05-04,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,142600,0.0066
