FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKQ,2021-09-02,Buy,MKFG,57064N102,MARKFORGED HOLDING CORP,259540,0.08
ARKQ,2021-09-02,Buy,BLDE,092667104,BLADE AIR MOBILITY INC,370118,0.12
ARKQ,2021-09-02,Buy,KMTUY,500458401,KOMATSU LTD,189578,0.17
ARKQ,2021-09-02,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,43378,0.04
ARKQ,2021-09-02,Buy,SPFR,G50740102,JAWS SPITFIRE ACQUISITION CORP,21292,0.01
ARKQ,2021-09-02,Buy,NIU,65481N100,NIU TECHNOLOGIES,30500,0.03
ARKQ,2021-09-02,Buy,NNDM,63008G203,NANO DIMENSION LTD,197145,0.05
ARKQ,2021-09-02,Sell,TRMB,896239100,TRIMBLE INC,55200,0.19
ARKQ,2021-09-02,Sell,BABA,01609W102,ALIBABA GROUP HOLDING LTD,300,0
ARKQ,2021-09-02,Sell,GOOG,02079K107,ALPHABET INC,2892,0.3
ARKQ,2021-09-02,Sell,XONE,302104104,EXONE CO/THE,200,0
