FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-08-18,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,4174,0.002
ARKK,2021-08-18,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,180000,0.0084
ARKK,2021-08-18,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,120721,0.0143
ARKK,2021-08-18,Buy,NVTA,46185L103,INVITAE CORP,118534,0.0142
ARKK,2021-08-18,Buy,NTLA,45826J105,INTELLIA THERAPEUTICS INC,67593,0.0483
ARKK,2021-08-18,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,130152,0.0192
ARKK,2021-08-18,Buy,FATE,31189P102,FATE THERAPEUTICS INC,102,0
ARKK,2021-08-18,Buy,EDIT,28106W103,EDITAS MEDICINE INC,17973,0.0051
ARKK,2021-08-18,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,18436,0.0104
ARKK,2021-08-18,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,12355,0.0031
ARKK,2021-08-18,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,3968,0.0001
ARKK,2021-08-18,Sell,PRLB,743713109,PROTO LABS INC,700,0.0002
ARKK,2021-08-18,Sell,DOCU,256163106,DOCUSIGN INC,57133,0.0767
ARKK,2021-08-18,Sell,SQ,852234103,SQUARE INC,1887,0.0023
ARKK,2021-08-18,Sell,NTDOY,654445303,NINTENDO CO LTD,77571,0.0216
