FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-18,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,19000,0.0284
ARKG,2021-08-18,Buy,VCYT,92337F107,VERACYTE INC,33477,0.0157
ARKG,2021-08-18,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,41741,0.0029
ARKG,2021-08-18,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,307823,0.0367
ARKG,2021-08-18,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,3791,0.0016
ARKG,2021-08-18,Buy,ZY,98985X100,ZYMERGEN INC,34547,0.0042
ARKG,2021-08-18,Buy,QSI,74765K105,QUANTUM-SI INC,130116,0.0132
ARKG,2021-08-18,Buy,MASS,65443P102,908 DEVICES INC,21511,0.0081
ARKG,2021-08-18,Buy,PFE,717081103,PFIZER INC,158788,0.0981
ARKG,2021-08-18,Buy,NVTA,46185L103,INVITAE CORP,242234,0.0769
ARKG,2021-08-18,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,92700,0.0112
ARKG,2021-08-18,Buy,EXAS,30063P105,EXACT SCIENCES CORP,134729,0.1538
ARKG,2021-08-18,Sell,TXG,88025U109,10X GENOMICS INC,48490,0.0967
ARKG,2021-08-18,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,73604,0.0705
ARKG,2021-08-18,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,9907,0.0004
ARKG,2021-08-18,Sell,NVS,66987V109,NOVARTIS AG,52621,0.0616
ARKG,2021-08-18,Sell,RHHBY,771195104,ROCHE HOLDING AG,140600,0.088
ARKG,2021-08-18,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,19393,0.1527
