date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/15/2021,ARKX,TRIMBLE INC,TRMB,896239100,721323.00,59437015.20,9.70
7/15/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1095858.00,40919337.72,6.68
7/15/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417778.00,37656183.68,6.15
7/15/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,910271.00,34235292.31,5.59
7/15/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,150416.00,33688671.52,5.50
7/15/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,5315408.00,26793992.64,4.37
7/15/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,69691.00,26260962.62,4.29
7/15/2021,ARKX,THALES SA,HO,4162791,241827.00,25243081.13,4.12
7/15/2021,ARKX,KOMATSU LTD,6301,6496584,895688.00,22455322.51,3.66
7/15/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5962.00,21950176.16,3.58
7/15/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7077.00,18694957.05,3.05
7/15/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,359535.00,18633099.77,3.04
7/15/2021,ARKX,NETFLIX INC,NFLX,64110L106,30372.00,16642337.40,2.72
7/15/2021,ARKX,BOEING CO/THE,BA,097023105,74056.00,16621869.20,2.71
7/15/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,346164.00,14916206.76,2.43
7/15/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,386272.00,14423155.56,2.35
7/15/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,223522.00,13856128.78,2.26
7/15/2021,ARKX,JD.COM INC-ADR,JD,47215P106,177252.00,13373663.40,2.18
7/15/2021,ARKX,NVIDIA CORP,NVDA,67066G104,16104.00,12781100.64,2.09
7/15/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,122036.00,12157226.32,1.98
7/15/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1190925.00,11837794.50,1.93
7/15/2021,ARKX,TERADYNE INC,TER,880770102,87180.00,11008218.60,1.80
7/15/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,49646.00,10500129.00,1.71
7/15/2021,ARKX,DEERE & CO,DE,244199105,27096.00,9363564.72,1.53
7/15/2021,ARKX,AIRBUS SE,AIR,4012250,69618.00,9143979.69,1.49
7/15/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,91519.00,8735488.55,1.43
7/15/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63838.00,8161688.30,1.33
7/15/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31092.00,7081824.84,1.16
7/15/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,693861.00,6883101.12,1.12
7/15/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24534.00,6846948.72,1.12
7/15/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,44236.00,6607531.32,1.08
7/15/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,801104.00,6448887.20,1.05
7/15/2021,ARKX,ANSYS INC,ANSS,03662Q105,17882.00,6301080.34,1.03
7/15/2021,ARKX,HEICO CORP,HEI,422806109,44790.00,6040827.30,0.99
7/15/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,75287.00,5407865.21,0.88
7/15/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12260.00,5320840.00,0.87
7/15/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,396460.00,3924954.00,0.64
7/15/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2268523.99,2268523.99,0.37
7/15/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,2162.00,123947.46,0.02
