FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-01,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,800,0.0003
ARKG,2021-09-01,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,3200,0.0013
ARKG,2021-09-01,Buy,PSNL,71535D106,PERSONALIS INC,3781,0.001
ARKG,2021-09-01,Buy,PFE,717081103,PFIZER INC,382231,0.2051
ARKG,2021-09-01,Buy,NVTA,46185L103,INVITAE CORP,12514,0.0044
ARKG,2021-09-01,Sell,NVS,66987V109,NOVARTIS AG,32322,0.0352
ARKG,2021-09-01,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,682519,0.0517
ARKG,2021-09-01,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,19873,0.0007
ARKG,2021-09-01,Sell,RHHBY,771195104,ROCHE HOLDING AG,426800,0.2511
ARKG,2021-09-01,Sell,CLLS,15117K103,CELLECTIS SA,21200,0.0037
ARKG,2021-09-01,Sell,SEER,81578P106,SEER INC,3702,0.0017
