FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-15,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,21500,0.0275
ARKG,2021-09-15,Buy,QSI,74765K105,QUANTUM-SI INC,110180,0.0126
ARKG,2021-09-15,Buy,PSNL,71535D106,PERSONALIS INC,46758,0.0126
ARKG,2021-09-15,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,135236,0.0429
ARKG,2021-09-15,Buy,NVTA,46185L103,INVITAE CORP,265296,0.0982
ARKG,2021-09-15,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,7500,0.0109
ARKG,2021-09-15,Buy,BLI,084310101,BERKELEY LIGHTS INC,15500,0.0056
ARKG,2021-09-15,Buy,SLGC,83444K105,SOMALOGIC INC,378886,0.0549
ARKG,2021-09-15,Sell,CRBU,142038108,CARIBOU BIOSCIENCES INC,192600,0.068
ARKG,2021-09-15,Sell,CLLS,15117K103,CELLECTIS SA,446,0.0001
ARKG,2021-09-15,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,127638,0.1004
ARKG,2021-09-15,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,43,0
ARKG,2021-09-15,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,24054,0.1977
