FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-04-27,Buy,PDD,722304102,PINDUODUO INC,113379,0.2289
ARKW,2021-04-27,Buy,TCEHY,88032Q109,TENCENT HOLDINGS LTD,100100,0.1162
ARKW,2021-04-27,Buy,COIN,19260Q107,COINBASE GLOBAL INC,85411,0.3729
ARKW,2021-04-27,Buy,JD,47215P106,JD.COM INC,74124,0.082
ARKW,2021-04-27,Buy,SHOP,82509L107,SHOPIFY INC,8985,0.1478
ARKW,2021-04-27,Sell,TEAM,G06242104,ATLASSIAN CORP PLC,1433,0.0049
ARKW,2021-04-27,Sell,SQ,852234103,SQUARE INC,30000,0.1097
ARKW,2021-04-27,Sell,SNPS,871607107,SYNOPSYS INC,2583,0.0094
ARKW,2021-04-27,Sell,SI,82837P408,SILVERGATE CAPITAL CORP,144507,0.2369
ARKW,2021-04-27,Sell,ROKU,77543R102,ROKU INC,29701,0.1548
ARKW,2021-04-27,Sell,ADBE,00724F101,ADOBE INC,472,0.0035
ARKW,2021-04-27,Sell,NVDA,67066G104,NVIDIA CORP,6222,0.0552
ARKW,2021-04-27,Sell,HUBS,443573100,HUBSPOT INC,6425,0.0521
ARKW,2021-04-27,Sell,FB,30303M102,FACEBOOK INC,265,0.0012
ARKW,2021-04-27,Sell,API,00851L103,AGORA INC,149675,0.121
ARKW,2021-04-27,Sell,ADYEY,00783V104,ADYEN NV,56618,0.0412
ARKW,2021-04-27,Sell,TREE,52603B107,LENDINGTREE INC,27025,0.0937
