date,fund,company,ticker,cusip,market value($),weight(%)
10/11/2021,ARKX,TRIMBLE INC,TRMB,896239100,49321286.49,9.19
10/11/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,41407784.88,7.71
10/11/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,33613738.47,6.26
10/11/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,32134556.72,5.98
10/11/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,30093158.75,5.60
10/11/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,28410724.30,5.29
10/11/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,25261015.30,4.70
10/11/2021,ARKX,KOMATSU LTD,6301,6496584,23999881.23,4.47
10/11/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,21206770.82,3.95
10/11/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,18465406.82,3.44
10/11/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,18104654.37,3.37
10/11/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,16871958.01,3.14
10/11/2021,ARKX,NETFLIX INC,NFLX,64110L106,15908868.36,2.96
10/11/2021,ARKX,AMAZON.COM INC,AMZN,023135106,15272351.28,2.84
10/11/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,15138527.15,2.82
10/11/2021,ARKX,THALES SA,HO,4162791,13781312.74,2.57
10/11/2021,ARKX,DEERE & CO,DE,244199105,11153711.34,2.08
10/11/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,10563411.20,1.97
10/11/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,9951078.24,1.85
10/11/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9431371.04,1.76
10/11/2021,ARKX,TERADYNE INC,TER,880770102,8751105.00,1.63
10/11/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,8446836.96,1.57
10/11/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,7625520.00,1.42
10/11/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,7465764.85,1.39
10/11/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,6598212.50,1.23
10/11/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,6548752.50,1.22
10/11/2021,ARKX,VELO3D INC,VLD,92259N104,6197984.00,1.15
10/11/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,6200749.10,1.15
10/11/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,5787711.76,1.08
10/11/2021,ARKX,HEICO CORP,HEI,422806109,5665881.64,1.06
10/11/2021,ARKX,ANSYS INC,ANSS,03662Q105,5662765.94,1.05
10/11/2021,ARKX,AIRBUS SE,AIR,4012250,5646392.07,1.05
10/11/2021,ARKX,SYNOPSYS INC,SNPS,871607107,5029968.36,0.94
10/11/2021,ARKX,BOEING CO/THE,BA,097023105,4864215.54,0.91
10/11/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,4737682.30,0.88
10/11/2021,ARKX,NVIDIA CORP,NVDA,67066G104,1613777.57,0.30
