date,fund,company,ticker,cusip,market value($),weight(%)
10/11/2021,ARKQ,TESLA INC,TSLA,88160R101,270112730.22,10.81
10/11/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,177007908.87,7.08
10/11/2021,ARKQ,TRIMBLE INC,TRMB,896239100,173892738.15,6.96
10/11/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,167715469.46,6.71
10/11/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,159025407.52,6.36
10/11/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,107322161.80,4.30
10/11/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,98246699.39,3.93
10/11/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,93817330.00,3.75
10/11/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,90960312.94,3.64
10/11/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,83816121.20,3.35
10/11/2021,ARKQ,DEERE & CO,DE,244199105,79216333.29,3.17
10/11/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,70014104.85,2.80
10/11/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,65095227.68,2.61
10/11/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,62836961.88,2.51
10/11/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,61168203.36,2.45
10/11/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,58040633.31,2.32
10/11/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,53816656.40,2.15
10/11/2021,ARKQ,TERADYNE INC,TER,880770102,52176197.04,2.09
10/11/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,49684423.80,1.99
10/11/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,46843585.29,1.87
10/11/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,43968072.00,1.76
10/11/2021,ARKQ,CATERPILLAR INC,CAT,149123101,42119236.04,1.69
10/11/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,37718829.27,1.51
10/11/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,33686687.10,1.35
10/11/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,30445419.94,1.22
10/11/2021,ARKQ,2U INC,TWOU,90214J101,27401976.00,1.10
10/11/2021,ARKQ,VELO3D INC,VLD,92259N104,27298696.00,1.09
10/11/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,27156599.85,1.09
10/11/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,26979332.20,1.08
10/11/2021,ARKQ,PROTO LABS INC,PRLB,743713109,25628705.01,1.03
10/11/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,25656746.88,1.03
10/11/2021,ARKQ,ANSYS INC,ANSS,03662Q105,25139196.42,1.01
10/11/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24792194.50,0.99
10/11/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,24388181.28,0.98
10/11/2021,ARKQ,VUZIX CORP,VUZI,92921W300,23458012.48,0.94
10/11/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,15486645.01,0.62
10/11/2021,ARKQ,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,15486065.71,0.62
10/11/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,866693.52,0.03
10/11/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,75362.76,0.00
