FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-07,Buy,QSI,74765K105,QUANTUM-SI INC,359389,0.044
ARKG,2021-07-07,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,53916,0.0166
ARKG,2021-07-07,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,204752,0.0809
ARKG,2021-07-07,Buy,MASS,65443P102,908 DEVICES INC,47945,0.0169
ARKG,2021-07-07,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,18190,0.0061
ARKG,2021-07-07,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,69853,0.0489
ARKG,2021-07-07,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,1197,0
ARKG,2021-07-07,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,20378,0.0153
ARKG,2021-07-07,Sell,CDNA,14167L103,CAREDX INC,7500,0.007
ARKG,2021-07-07,Sell,TXG,88025U109,10X GENOMICS INC,89450,0.174
