FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-07-07,Buy,TSLA,88160R101,TESLA INC,110731,0.2941
ARKK,2021-07-07,Buy,COIN,19260Q107,COINBASE GLOBAL INC,20165,0.0208
ARKK,2021-07-07,Buy,FATE,31189P102,FATE THERAPEUTICS INC,535305,0.1894
ARKK,2021-07-07,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,328750,0.0944
ARKK,2021-07-07,Sell,ROKU,77543R102,ROKU INC,127700,0.2223
ARKK,2021-07-07,Sell,PSTG,74624M102,PURE STORAGE INC,558825,0.0438
ARKK,2021-07-07,Sell,NVS,66987V109,NOVARTIS AG,131960,0.0499
ARKK,2021-07-07,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,220401,0.0229
ARKK,2021-07-07,Sell,ICE,45866F104,INTERCONTINENTAL EXCHANGE INC,74089,0.036
ARKK,2021-07-07,Sell,BEKE,482497104,KE HOLDINGS INC,444483,0.0705
