FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-04-30,Buy,TCEHY,88032Q109,TENCENT HOLDINGS LTD,38200,0.0458
ARKW,2021-04-30,Buy,TWTR,90184L102,TWITTER INC,468256,0.3996
ARKW,2021-04-30,Buy,PDD,722304102,PINDUODUO INC,73019,0.1477
ARKW,2021-04-30,Buy,TDOC,87918A105,TELADOC HEALTH INC,52854,0.1349
ARKW,2021-04-30,Sell,TREE,52603B107,LENDINGTREE INC,24886,0.0788
ARKW,2021-04-30,Sell,API,00851L103,AGORA INC,24139,0.0184
ARKW,2021-04-30,Sell,SI,82837P408,SILVERGATE CAPITAL CORP,142300,0.2396
ARKW,2021-04-30,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,34800,0.1373
ARKW,2021-04-30,Sell,NVDA,67066G104,NVIDIA CORP,19660,0.1783
ARKW,2021-04-30,Sell,Z,98954M200,ZILLOW GROUP INC,49302,0.0961
