date,fund,company,ticker,cusip,shares,market value($),weight(%)
4/30/2021,ARKX,TRIMBLE INC,TRMB,896239100,743530.00,62203719.80,9.19
4/30/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1052206.00,41057078.12,6.06
4/30/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1416840.00,38027985.60,5.62
4/30/2021,ARKX,JD.COM INC-ADR,JD,47215P106,465077.00,36196942.91,5.35
4/30/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,164069.00,34326516.18,5.07
4/30/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,829241.00,31710175.84,4.68
4/30/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,75998.00,28905839.30,4.27
4/30/2021,ARKX,KOMATSU LTD,6301,6496584,976688.00,28872795.22,4.26
4/30/2021,ARKX,THALES SA,HO,4162791,263767.00,27040884.53,3.99
4/30/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6502.00,22570457.62,3.33
4/30/2021,ARKX,BOEING CO/THE,BA,097023105,94423.00,22278162.62,3.29
4/30/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9100.00,22111999.00,3.27
4/30/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,442081.00,20264993.04,2.99
4/30/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,41713.00,18863452.86,2.79
4/30/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,78410.00,18593414.92,2.75
4/30/2021,ARKX,NVIDIA CORP,NVDA,67066G104,27256.00,16707655.44,2.47
4/30/2021,ARKX,TERADYNE INC,TER,880770102,112310.00,14691271.10,2.17
4/30/2021,ARKX,DEERE & CO,DE,244199105,36201.00,13625694.39,2.01
4/30/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,330084.00,13474028.88,1.99
4/30/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,332959.00,13260975.83,1.96
4/30/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,89799.00,12453325.32,1.84
4/30/2021,ARKX,NETFLIX INC,NFLX,64110L106,23851.00,12140159.00,1.79
4/30/2021,ARKX,AIRBUS SE,AIR,4012250,93316.00,11318713.31,1.67
4/30/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1127726.00,11209596.44,1.66
4/30/2021,ARKX,WORKHORSE GROUP INC,WKHS,98138J206,877271.00,11062387.31,1.63
4/30/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,46227.00,10825438.86,1.60
4/30/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,69636.00,9568682.76,1.41
4/30/2021,ARKX,HEICO CORP,HEI,422806109,60533.00,8623531.18,1.27
4/30/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,756861.00,7841079.96,1.16
4/30/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,33910.00,7592449.00,1.12
4/30/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,66014.00,7348678.48,1.09
4/30/2021,ARKX,ANSYS INC,ANSS,03662Q105,19507.00,7252702.60,1.07
4/30/2021,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,307740.00,6936459.60,1.02
4/30/2021,ARKX,SYNOPSYS INC,SNPS,871607107,26758.00,6756662.58,1.00
4/30/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,82116.00,6659607.60,0.98
4/30/2021,ARKX,AUTODESK INC,ADSK,052769106,19605.00,5808569.40,0.86
4/30/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,432456.00,4281314.40,0.63
4/30/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,42074.00,3167751.46,0.47
4/30/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1413760.21,1413760.21,0.21
