FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-03,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,99100,0.0141
ARKG,2021-05-03,Buy,RXRX,75629V104,RECURSION PHARMACEUTICALS INC,117874,0.0414
ARKG,2021-05-03,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,68712,0.0237
ARKG,2021-05-03,Buy,ZY,98985X100,ZYMERGEN INC,67543,0.0317
ARKG,2021-05-03,Buy,PATH,90364P105,UIPATH INC,161622,0.1188
ARKG,2021-05-03,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,308896,0.1417
ARKG,2021-05-03,Sell,PHR,71944F106,PHREESIA INC,76164,0.0419
ARKG,2021-05-03,Sell,PSTG,74624M102,PURE STORAGE INC,115642,0.0244
ARKG,2021-05-03,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,7171,0.0375
ARKG,2021-05-03,Sell,RHHBY,771195104,ROCHE HOLDING AG,121978,0.0538
ARKG,2021-05-03,Sell,NVS,66987V109,NOVARTIS AG,59216,0.0546
ARKG,2021-05-03,Sell,TMO,883556102,THERMO FISHER SCIENTIFIC INC,61100,0.3048
ARKG,2021-05-03,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,40176,0.0018
