date,fund,company,ticker,cusip,market value($),weight(%)
03/31/2022,ARKK,TESLA INC,TSLA,88160R101,1235278808.50,9.81
03/31/2022,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,848696375.80,6.74
03/31/2022,ARKK,TELADOC HEALTH INC,TDOC,87918A105,824722895.57,6.55
03/31/2022,ARKK,ROKU INC,ROKU,77543R102,818195608.30,6.50
03/31/2022,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,790769011.01,6.28
03/31/2022,ARKK,BLOCK INC,SQ,852234103,719672124.60,5.72
03/31/2022,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,609771664.68,4.84
03/31/2022,ARKK,UNITY SOFTWARE INC,U,91332U101,600957349.67,4.77
03/31/2022,ARKK,TWILIO INC - A,TWLO,90138F102,531076576.80,4.22
03/31/2022,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,504271559.68,4.01
03/31/2022,ARKK,UIPATH INC - CLASS A,PATH,90364P105,459129834.24,3.65
03/31/2022,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,429530620.68,3.41
03/31/2022,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,406370945.52,3.23
03/31/2022,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,366826118.50,2.91
03/31/2022,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,341228865.60,2.71
03/31/2022,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,303794788.05,2.41
03/31/2022,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,270875841.60,2.15
03/31/2022,ARKK,PAGERDUTY INC,PD,69553P100,262572842.64,2.09
03/31/2022,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,252521470.60,2.01
03/31/2022,ARKK,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,213986817.66,1.70
03/31/2022,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,197858564.88,1.57
03/31/2022,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,184727159.78,1.47
03/31/2022,ARKK,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,152515133.94,1.21
03/31/2022,ARKK,INVITAE CORP,NVTA,46185L103,148958342.40,1.18
03/31/2022,ARKK,VERACYTE INC,VCYT,92337F107,144689604.32,1.15
03/31/2022,ARKK,SEA LTD-ADR,SE,81141R100,141990069.44,1.13
03/31/2022,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,136478246.25,1.08
03/31/2022,ARKK,STRATASYS LTD,SSYS,M85548101,129021907.64,1.02
03/31/2022,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,123090903.10,0.98
03/31/2022,ARKK,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,108220988.88,0.86
03/31/2022,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,80177793.15,0.64
03/31/2022,ARKK,2U INC,TWOU,90214J101,76937789.52,0.61
03/31/2022,ARKK,CERUS CORP,CERS,157085101,58839859.13,0.47
03/31/2022,ARKK,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,58342350.20,0.46
03/31/2022,ARKK,BERKELEY LIGHTS INC,BLI,084310101,35306371.80,0.28
03/31/2022,ARKK,COMPUGEN LTD,CGEN,M25722105,20161018.80,0.16
