FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-20,Buy,VRTX,92532F100,VERTEX PHARMACEUTICALS INC,108261,0.2474
ARKG,2021-07-20,Buy,ACCD,00437E102,ACCOLADE INC,3103,0.0017
ARKG,2021-07-20,Buy,VERV,92539P101,VERVE THERAPEUTICS INC,60922,0.036
ARKG,2021-07-20,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,16800,0.0055
ARKG,2021-07-20,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,54702,0.0232
ARKG,2021-07-20,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,354388,0.1174
ARKG,2021-07-20,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,347968,0.1324
ARKG,2021-07-20,Buy,QSI,74765K105,QUANTUM-SI INC,212468,0.0301
ARKG,2021-07-20,Sell,TXG,88025U109,10X GENOMICS INC,56278,0.1185
ARKG,2021-07-20,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,200,0
ARKG,2021-07-20,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,34222,0.0265
ARKG,2021-07-20,Sell,CLLS,15117K103,CELLECTIS SA,27749,0.0045
ARKG,2021-07-20,Sell,CDNA,14167L103,CAREDX INC,152518,0.1455
ARKG,2021-07-20,Sell,ABBV,00287Y109,ABBVIE INC,257186,0.3519
