FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKF,2021-07-20,Buy,COIN,19260Q107,COINBASE GLOBAL INC,18735,0.109
ARKF,2021-07-20,Buy,PATH,90364P105,UIPATH INC,124593,0.2087
ARKF,2021-07-20,Sell,SCHW,808513105,CHARLES SCHWAB CORP/THE,111986,0.2049
