FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-07-21,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,265614,0.0874
ARKG,2021-07-21,Buy,ACCD,00437E102,ACCOLADE INC,38837,0.0219
ARKG,2021-07-21,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,9907,0.0032
ARKG,2021-07-21,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,8000,0.003
ARKG,2021-07-21,Buy,QSI,74765K105,QUANTUM-SI INC,16756,0.0024
ARKG,2021-07-21,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,65060,0.0269
ARKG,2021-07-21,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,34425,0.0014
ARKG,2021-07-21,Sell,ABBV,00287Y109,ABBVIE INC,48400,0.0639
ARKG,2021-07-21,Sell,CSTL,14843C105,CASTLE BIOSCIENCES INC,8400,0.0064
ARKG,2021-07-21,Sell,CLLS,15117K103,CELLECTIS SA,13445,0.0022
ARKG,2021-07-21,Sell,CDNA,14167L103,CAREDX INC,53700,0.0499
ARKG,2021-07-21,Sell,TXG,88025U109,10X GENOMICS INC,6878,0.014
