FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-14,Buy,BLI,084310101,BERKELEY LIGHTS INC,204052,0.08
ARKG,2021-09-14,Buy,SLGC,83444K105,SOMALOGIC INC,318245,0.05
ARKG,2021-09-14,Buy,QSI,74765K105,QUANTUM-SI INC,18660,0
ARKG,2021-09-14,Buy,PSNL,71535D106,PERSONALIS INC,61847,0.02
ARKG,2021-09-14,Buy,ONEM,68269G107,1LIFE HEALTHCARE INC,146563,0.05
ARKG,2021-09-14,Buy,VCYT,92337F107,VERACYTE INC,22500,0.01
ARKG,2021-09-14,Sell,CRBU,142038108,CARIBOU BIOSCIENCES INC,43309,0.02
ARKG,2021-09-14,Sell,CLLS,15117K103,CELLECTIS SA,2703,0
ARKG,2021-09-14,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,45,0
ARKG,2021-09-14,Sell,CDXS,192005106,CODEXIS INC,3350,0
ARKG,2021-09-14,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,104381,0.08
