date,fund,company,ticker,cusip,market value($),weight(%)
10/15/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,566072578.32,7.91
10/15/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,380939081.25,5.32
10/15/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,343945033.55,4.81
10/15/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,296018917.95,4.14
10/15/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,290174717.00,4.05
10/15/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,262609211.90,3.67
10/15/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,249537137.46,3.49
10/15/2021,ARKG,CAREDX INC,CDNA,14167L103,247125968.40,3.45
10/15/2021,ARKG,ACCOLADE INC,ACCD,00437E102,218555290.80,3.05
10/15/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,215948629.10,3.02
10/15/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,215259370.20,3.01
10/15/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,210884184.08,2.95
10/15/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,193649280.60,2.71
10/15/2021,ARKG,INCYTE CORP,INCY,45337C102,186781717.98,2.61
10/15/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,182386524.87,2.55
10/15/2021,ARKG,GINKGO BIOWORKS HOLDINGS INC,DNA,37611X100,181404728.37,2.53
10/15/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,170903209.05,2.39
10/15/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,169726352.64,2.37
10/15/2021,ARKG,INVITAE CORP,NVTA,46185L103,165359230.97,2.31
10/15/2021,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,158943051.82,2.22
10/15/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,157738288.50,2.20
10/15/2021,ARKG,UIPATH INC - CLASS A,PATH,90364P105,148799856.60,2.08
10/15/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,132318744.60,1.85
10/15/2021,ARKG,CODEXIS INC,CDXS,192005106,132474869.52,1.85
10/15/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,122729377.50,1.71
10/15/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,117838736.33,1.65
10/15/2021,ARKG,PERSONALIS INC,PSNL,71535D106,105857801.75,1.48
10/15/2021,ARKG,QUANTUM-SI INC,QSI,74765K105,98929083.75,1.38
10/15/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,95804997.19,1.34
10/15/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,92039980.12,1.29
10/15/2021,ARKG,908 DEVICES INC,MASS,65443P102,92653155.54,1.29
10/15/2021,ARKG,PFIZER INC,PFE,717081103,91302053.58,1.28
10/15/2021,ARKG,VERACYTE INC,VCYT,92337F107,90566843.40,1.27
10/15/2021,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,79738744.80,1.11
10/15/2021,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,75789901.72,1.06
10/15/2021,ARKG,SOMALOGIC INC,SLGC,83444K105,73527044.40,1.03
10/15/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,64923554.90,0.91
10/15/2021,ARKG,VERVE THERAPEUTICS INC,VERV,92539P101,56769977.43,0.79
10/15/2021,ARKG,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,51015719.60,0.71
10/15/2021,ARKG,ZYMERGEN INC,ZY,98985X100,46557886.48,0.65
10/15/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,44870438.95,0.63
10/15/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,40696672.59,0.57
10/15/2021,ARKG,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,39211730.30,0.55
10/15/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,37803859.70,0.53
10/15/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,34616237.60,0.48
10/15/2021,ARKG,CERUS CORP,CERS,157085101,32403779.20,0.45
10/15/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,24816469.99,0.35
10/15/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,24189036.75,0.34
10/15/2021,ARKG,DYNAMICS SPECIAL PURPOSE C-A,DYNS,268010105,23582513.88,0.33
10/15/2021,ARKG,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,11253308.50,0.16
10/15/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,7619376.58,0.11
10/15/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,1623041.28,0.02
10/15/2021,ARKG,SEMA4 HOLDINGS CORP,SMFR,81663L101,5162.16,0.00
10/15/2021,ARKG,CM LIFE SCIENCES II -CW27,SLGCW,83444K113,0.00,0.00
