FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-20,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,34871,0.0448
ARKG,2021-08-20,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,203932,0.0221
ARKG,2021-08-20,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,2935,0.0012
ARKG,2021-08-20,Buy,QSI,74765K105,QUANTUM-SI INC,7856,0.0008
ARKG,2021-08-20,Buy,MASS,65443P102,908 DEVICES INC,5325,0.0022
ARKG,2021-08-20,Buy,FATE,31189P102,FATE THERAPEUTICS INC,105042,0.0949
ARKG,2021-08-20,Buy,ZY,98985X100,ZYMERGEN INC,2601,0.0003
ARKG,2021-08-20,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,4301,0.0002
ARKG,2021-08-20,Sell,RHHBY,771195104,ROCHE HOLDING AG,189500,0.1213
ARKG,2021-08-20,Sell,CDNA,14167L103,CAREDX INC,73873,0.0687
