date,fund,company,ticker,cusip,shares,market value($),weight(%)
8/20/2021,ARKX,TRIMBLE INC,TRMB,896239100,669298.00,59520671.14,10.35
8/20/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1073826.00,39753038.52,6.92
8/20/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,891966.00,34679638.08,6.03
8/20/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,147392.00,33917847.04,5.90
8/20/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1498847.00,32060337.33,5.58
8/20/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,77911.00,27582831.33,4.80
8/20/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,223081.00,25968859.21,4.52
8/20/2021,ARKX,THALES SA,HO,4162791,236955.00,23329727.94,4.06
8/20/2021,ARKX,KOMATSU LTD,6301,6496584,877688.00,21329613.19,3.71
8/20/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,6933.00,18984425.91,3.30
8/20/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,318447.00,17773716.87,3.09
8/20/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5388.00,17175597.00,2.99
8/20/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4789823.00,16355808.11,2.85
8/20/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,168154.00,16294122.60,2.83
8/20/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,267134.00,16126879.58,2.81
8/20/2021,ARKX,BOEING CO/THE,BA,097023105,72568.00,15396026.88,2.68
8/20/2021,ARKX,NETFLIX INC,NFLX,64110L106,26894.00,14622536.74,2.54
8/20/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,339197.00,12943757.52,2.25
8/20/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1166973.00,9895931.04,1.72
8/20/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1276772.00,9869447.56,1.72
8/20/2021,ARKX,TERADYNE INC,TER,880770102,85428.00,9756731.88,1.70
8/20/2021,ARKX,DEERE & CO,DE,244199105,26544.00,9528765.12,1.66
8/20/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,62554.00,8975247.92,1.56
8/20/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24042.00,7597031.58,1.32
8/20/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,300307.00,7255417.12,1.26
8/20/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,705282.00,7003450.26,1.22
8/20/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,30463.00,6937338.99,1.21
8/20/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,39567.00,6599775.60,1.15
8/20/2021,ARKX,ANSYS INC,ANSS,03662Q105,17522.00,6267969.84,1.09
8/20/2021,ARKX,AIRBUS SE,AIR,4012250,46100.00,5923313.33,1.03
8/20/2021,ARKX,HEICO CORP,HEI,422806109,43890.00,5591147.10,0.97
8/20/2021,ARKX,NVIDIA CORP,NVDA,67066G104,27178.00,5380700.44,0.94
8/20/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12008.00,5355928.24,0.93
8/20/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,203063.00,5281303.72,0.92
8/20/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,581139.00,4933870.11,0.86
8/20/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,388478.00,3861471.32,0.67
8/20/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,17363.00,2787629.65,0.48
8/20/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2247928.69,2247928.69,0.39
