date,fund,company,ticker,cusip,shares,market value($),weight(%)
4/1/2021,ARKF,SQUARE INC - A,SQ,852234103,1845941.00,419120904.05,10.51
4/1/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1325616.00,188462826.72,4.72
4/1/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,754834.00,183303888.56,4.60
4/1/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1388089.00,179951857.96,4.51
4/1/2021,ARKF,SEA LTD-ADR,SE,81141R100,760932.00,169862850.36,4.26
4/1/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,146962.00,162613453.00,4.08
4/1/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1451617.00,162116586.56,4.06
4/1/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,2089472.00,154683612.16,3.88
4/1/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1616491.00,128995981.80,3.23
4/1/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,57343.00,128003471.79,3.21
4/1/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,78128.00,115015353.92,2.88
4/1/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,18912638.00,114097158.80,2.86
4/1/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,4760952.00,100884572.88,2.53
4/1/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,441790.00,100167046.70,2.51
4/1/2021,ARKF,TWILIO INC - A,TWLO,90138F102,292429.00,99648106.04,2.50
4/1/2021,ARKF,SNAP INC - A,SNAP,83304A106,1867809.00,97667732.61,2.45
4/1/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,305395.00,89947989.35,2.26
4/1/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2276382.00,87317774.71,2.19
4/1/2021,ARKF,YEAHKA LTD,9923,BL58D39,12668000.00,87178966.05,2.19
4/1/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,323756.00,80430703.08,2.02
4/1/2021,ARKF,DOCUSIGN INC,DOCU,256163106,396139.00,80198340.55,2.01
4/1/2021,ARKF,JD.COM INC-ADR,JD,47215P106,946136.00,79787648.88,2.00
4/1/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1332266.00,77271428.00,1.94
4/1/2021,ARKF,INTUIT INC,INTU,461202103,197770.00,75757776.20,1.90
4/1/2021,ARKF,APPLE INC,AAPL,037833100,590955.00,72185153.25,1.81
4/1/2021,ARKF,Z HOLDINGS CORP,4689,6084848,14277430.00,70997091.52,1.78
4/1/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,486199.00,65092322.12,1.63
4/1/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,280383.00,50959610.25,1.28
4/1/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3991600.00,50061228.95,1.26
4/1/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,796523.00,48850755.59,1.22
4/1/2021,ARKF,DISCOVERY LTD,DSY,6177878,5423124.00,48712586.72,1.22
4/1/2021,ARKF,KE HOLDINGS INC,BEKE,482497104,839944.00,47860009.12,1.20
4/1/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,705089.00,45957701.02,1.15
4/1/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,541212.00,42046760.28,1.05
4/1/2021,ARKF,NVIDIA CORP,NVDA,67066G104,78400.00,41860112.00,1.05
4/1/2021,ARKF,AMAZON.COM INC,AMZN,023135106,13232.00,40940866.56,1.03
4/1/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,404943.00,41154357.09,1.03
4/1/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,2362272.00,39024733.44,0.98
4/1/2021,ARKF,BASE INC,4477,BKRQ8Q2,2258200.00,32488711.67,0.81
4/1/2021,ARKF,LENDINGTREE INC,TREE UW,52603B107,128651.00,27402663.00,0.69
4/1/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,167523.00,24374596.50,0.61
4/1/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,32847.00,16355178.24,0.41
4/1/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,151103.00,10728313.00,0.27
4/1/2021,ARKF,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,6459379.59,6459379.59,0.16
4/1/2021,ARKF,SPLUNK INC,SPLK,848637104,6265.00,848782.20,0.02
4/1/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,8824.00,554914.24,0.01
4/1/2021,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,2546.00,449852.74,0.01
