date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/5/2021,ARKX,TRIMBLE INC,TRMB,896239100,735536.00,58791392.48,9.02
5/5/2021,ARKX,JD.COM INC-ADR,JD,47215P106,545853.00,41528496.24,6.37
5/5/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1040894.00,38648394.22,5.93
5/5/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1401601.00,36245401.86,5.56
5/5/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,162305.00,35122802.00,5.39
5/5/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,820323.00,30466796.22,4.67
5/5/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,75179.00,29130358.92,4.47
5/5/2021,ARKX,KOMATSU LTD,6301,6496584,966188.00,28332792.35,4.35
5/5/2021,ARKX,THALES SA,HO,4162791,260932.00,26605495.30,4.08
5/5/2021,ARKX,BOEING CO/THE,BA,097023105,93408.00,21822911.04,3.35
5/5/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6432.00,21301947.84,3.27
5/5/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9002.00,21192958.50,3.25
5/5/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,437328.00,19907170.56,3.05
5/5/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,77570.00,17429156.75,2.67
5/5/2021,ARKX,NVIDIA CORP,NVDA,67066G104,26962.00,15477536.10,2.37
5/5/2021,ARKX,TERADYNE INC,TER,880770102,111099.00,13664066.01,2.10
5/5/2021,ARKX,DEERE & CO,DE,244199105,35809.00,13592380.22,2.09
5/5/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,326535.00,13198544.70,2.03
5/5/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,329459.00,12375201.77,1.90
5/5/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,88833.00,12193217.58,1.87
5/5/2021,ARKX,NETFLIX INC,NFLX,64110L106,23592.00,11871022.56,1.82
5/5/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,26227.00,11338194.37,1.74
5/5/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1115595.00,11055546.45,1.70
5/5/2021,ARKX,AIRBUS SE,AIR,4012250,92315.00,10729375.38,1.65
5/5/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,45730.00,10421867.00,1.60
5/5/2021,ARKX,WORKHORSE GROUP INC,WKHS,98138J206,867835.00,9719752.00,1.49
5/5/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,68887.00,9168170.83,1.41
5/5/2021,ARKX,HEICO CORP,HEI,422806109,59882.00,8364916.58,1.28
5/5/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,33546.00,7562274.78,1.16
5/5/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,748720.00,7524636.00,1.15
5/5/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,65307.00,7055768.28,1.08
5/5/2021,ARKX,ANSYS INC,ANSS,03662Q105,19297.00,6765528.20,1.04
5/5/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,81234.00,6393115.80,0.98
5/5/2021,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,304422.00,6331977.60,0.97
5/5/2021,ARKX,SYNOPSYS INC,SNPS,871607107,26471.00,6275479.97,0.96
5/5/2021,ARKX,AUTODESK INC,ADSK,052769106,19395.00,5425363.35,0.83
5/5/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,427801.00,4222395.87,0.65
5/5/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,41619.00,3078973.62,0.47
5/5/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1385577.87,1385577.87,0.21
