FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-10-01,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,38636,0.0468
ARKG,2021-10-01,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,141079,0.0153
ARKG,2021-10-01,Buy,QSI,74765K105,QUANTUM-SI INC,104334,0.012
ARKG,2021-10-01,Buy,PSNL,71535D106,PERSONALIS INC,47070,0.0125
ARKG,2021-10-01,Buy,DNA,37611X100,GINKGO BIOWORKS HOLDINGS INC,1824367,0.2917
ARKG,2021-10-01,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,26000,0.0405
ARKG,2021-10-01,Buy,VCYT,92337F107,VERACYTE INC,12044,0.0078
ARKG,2021-10-01,Sell,CLLS,15117K103,CELLECTIS SA,8721,0.0015
ARKG,2021-10-01,Sell,SDGR,80810D103,SCHRODINGER INC/UNITED STATES,9300,0.0071
ARKG,2021-10-01,Sell,SMFR,81663L101,SEMA4 HOLDINGS CORP,250989,0.0265
ARKG,2021-10-01,Sell,CDXS,192005106,CODEXIS INC,942947,0.3461
