date,fund,company,ticker,cusip,market value($),weight(%)
10/01/2021,ARKQ,TESLA INC,TSLA,88160R101,293433101.72,11.77
10/01/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,179328850.88,7.19
10/01/2021,ARKQ,TRIMBLE INC,TRMB,896239100,176226629.25,7.07
10/01/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,165490910.37,6.64
10/01/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,148783100.00,5.97
10/01/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,116842471.45,4.69
10/01/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,93299784.00,3.74
10/01/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,92390862.20,3.71
10/01/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,91141090.32,3.66
10/01/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,87696034.50,3.52
10/01/2021,ARKQ,DEERE & CO,DE,244199105,78078346.47,3.13
10/01/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,68251437.75,2.74
10/01/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,62530837.91,2.51
10/01/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,57302323.52,2.30
10/01/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,56417096.40,2.26
10/01/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,53279244.16,2.14
10/01/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,53119364.76,2.13
10/01/2021,ARKQ,TERADYNE INC,TER,880770102,52483040.82,2.11
10/01/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,50155403.28,2.01
10/01/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,45151912.00,1.81
10/01/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,42746810.40,1.71
10/01/2021,ARKQ,CATERPILLAR INC,CAT,149123101,41823544.05,1.68
10/01/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,36116643.75,1.45
10/01/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,34104460.92,1.37
10/01/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,31239916.76,1.25
10/01/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,28174250.40,1.13
10/01/2021,ARKQ,2U INC,TWOU,90214J101,27636938.91,1.11
10/01/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,26588206.82,1.07
10/01/2021,ARKQ,VELO3D INC,VLD,92259N104,26583881.67,1.07
10/01/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,25602335.56,1.03
10/01/2021,ARKQ,PROTO LABS INC,PRLB,743713109,25674899.40,1.03
10/01/2021,ARKQ,ANSYS INC,ANSS,03662Q105,24994477.20,1.00
10/01/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,24831878.70,1.00
10/01/2021,ARKQ,VUZIX CORP,VUZI,92921W300,24164796.60,0.97
10/01/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,21614350.16,0.87
10/01/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,21770794.08,0.87
10/01/2021,ARKQ,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,6211844.40,0.25
10/01/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,918102.00,0.04
10/01/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,463428.42,0.02
