date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/26/2021,ARKF,SQUARE INC - A,SQ,852234103,1631007.00,352623713.40,9.80
5/26/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,153767.00,190671080.00,5.30
5/26/2021,ARKF,SEA LTD-ADR,SE,81141R100,707958.00,176663839.32,4.91
5/26/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1483347.00,166950704.85,4.64
5/26/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,635869.00,164467516.85,4.57
5/26/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,53310.00,124472049.87,3.46
5/26/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1944055.00,123952946.80,3.45
5/26/2021,ARKF,JD.COM INC-ADR,JD,47215P106,1656682.00,120623016.42,3.35
5/26/2021,ARKF,TWILIO INC - A,TWLO,90138F102,365006.00,118338595.26,3.29
5/26/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1504010.00,117688782.50,3.27
5/26/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,84845.00,115849059.90,3.22
5/26/2021,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,460357.00,111595140.37,3.10
5/26/2021,ARKF,SNAP INC - A,SNAP,83304A106,1737840.00,102793236.00,2.86
5/26/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2688158.00,95788582.43,2.66
5/26/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,284140.00,93138250.60,2.59
5/26/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,16729338.00,91487809.50,2.54
5/26/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,642212.00,84014173.84,2.34
5/26/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,5584313.00,82368616.75,2.29
5/26/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1239556.00,80843842.32,2.25
5/26/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,693409.00,77925303.42,2.17
5/26/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,688177.00,73662466.08,2.05
5/26/2021,ARKF,DOCUSIGN INC,DOCU,256163106,368562.00,72120212.16,2.01
5/26/2021,ARKF,INTUIT INC,INTU,461202103,151015.00,66294074.85,1.84
5/26/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,278798.00,65955242.86,1.83
5/26/2021,ARKF,Z HOLDINGS CORP,4689,6084848,14364230.00,64182991.01,1.78
5/26/2021,ARKF,YEAHKA LTD,9923,BL58D39,8464000.00,56754874.49,1.58
5/26/2021,ARKF,DISCOVERY LTD,DSY,6177878,5045750.00,54257840.50,1.51
5/26/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,251271.00,53050846.23,1.48
5/26/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,1089495.00,52753347.90,1.47
5/26/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,3707900.00,42608833.67,1.18
5/26/2021,ARKF,AMAZON.COM INC,AMZN,023135106,12346.00,40236231.30,1.12
5/26/2021,ARKF,BASE INC,4477,BKRQ8Q2,2590400.00,39995232.88,1.11
5/26/2021,ARKF,KE HOLDINGS INC-ADR,BEKE,482497104,781501.00,39504875.55,1.10
5/26/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,261600.00,38259000.00,1.06
5/26/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,260872.00,37685569.12,1.05
5/26/2021,ARKF,STONECO LTD-A,STNE,G85158106,574983.00,37224399.42,1.03
5/26/2021,ARKF,UIPATH INC - CLASS A,PATH,90364P105,423392.00,35564928.00,0.99
5/26/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,2498999.00,35560755.77,0.99
5/26/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,486118.00,34820632.34,0.97
5/26/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,256336.00,18715091.36,0.52
5/26/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,161919.00,13244974.20,0.37
5/26/2021,ARKF,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,8481621.81,8481621.81,0.24
5/26/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,246.00,23660.28,0.00
5/26/2021,ARKF,SOUTH AFRICAN RAND,,ZAR,136.75,9.86,0.00
