FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-26,Buy,CDXS,192005106,CODEXIS INC,200,0
ARKG,2021-05-26,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,22480,0.009
ARKG,2021-05-26,Buy,MASS,65443P102,908 DEVICES INC,31772,0.0152
ARKG,2021-05-26,Buy,DRNA,253031108,DICERNA PHARMACEUTICALS INC,700,0.0003
ARKG,2021-05-26,Buy,CMLF,18978W109,CM LIFE SCIENCES INC,332385,0.0515
ARKG,2021-05-26,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,37200,0.006
ARKG,2021-05-26,Sell,GH,40131M109,GUARDANT HEALTH INC,10800,0.0166
ARKG,2021-05-26,Sell,NVS,66987V109,NOVARTIS AG,166980,0.1814
ARKG,2021-05-26,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,50671,0.0023
ARKG,2021-05-26,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,78202,0.0164
