FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-03,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,2133,0
ARKG,2021-09-03,Buy,PSNL,71535D106,PERSONALIS INC,11524,0
ARKG,2021-09-03,Buy,PFE,717081103,PFIZER INC,84604,0.05
ARKG,2021-09-03,Buy,NVTA,46185L103,INVITAE CORP,19564,0.01
ARKG,2021-09-03,Buy,FATE,31189P102,FATE THERAPEUTICS INC,74850,0.06
ARKG,2021-09-03,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,43769,0.02
ARKG,2021-09-03,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,19400,0
ARKG,2021-09-03,Sell,CLLS,15117K103,CELLECTIS SA,4834,0
ARKG,2021-09-03,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,21208,0
ARKG,2021-09-03,Sell,RHHBY,771195104,ROCHE HOLDING AG,225794,0.13
