FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-07-29,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,44675,0.0177
ARKK,2021-07-29,Buy,TWTR,90184L102,TWITTER INC,823702,0.2564
ARKK,2021-07-29,Buy,EXAS,30063P105,EXACT SCIENCES CORP,340429,0.1676
ARKK,2021-07-29,Buy,HOOD,770700102,ROBINHOOD MARKETS INC,1297615,0.2056
ARKK,2021-07-29,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,9616,0.0013
ARKK,2021-07-29,Sell,SQ,852234103,SQUARE INC,177572,0.2018
ARKK,2021-07-29,Sell,SHOP,82509L107,SHOPIFY INC,36425,0.2462
ARKK,2021-07-29,Sell,ROKU,77543R102,ROKU INC,123407,0.2486
ARKK,2021-07-29,Sell,NTDOY,654445303,NINTENDO CO LTD,72600,0.0214
ARKK,2021-07-29,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,938561,0.0298
ARKK,2021-07-29,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,198345,0.02
ARKK,2021-07-29,Sell,DOCU,256163106,DOCUSIGN INC,121790,0.1626
ARKK,2021-07-29,Sell,BEKE,482497104,KE HOLDINGS INC,1170,0.0001
ARKK,2021-07-29,Sell,TXG,88025U109,10X GENOMICS INC,37985,0.0314
