FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-06,Buy,ACCD,00437E102,ACCOLADE INC,78046,0.0385
ARKG,2021-05-06,Buy,TXG,88025U109,10X GENOMICS INC,151909,0.2954
ARKG,2021-05-06,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,17400,0.0015
ARKG,2021-05-06,Buy,SDGR,80810D103,SCHRODINGER INC/UNITED STATES,83025,0.0656
ARKG,2021-05-06,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,60511,0.023
ARKG,2021-05-06,Buy,VCYT,92337F107,VERACYTE INC,62700,0.0315
ARKG,2021-05-06,Buy,CDNA,14167L103,CAREDX INC,73000,0.0617
ARKG,2021-05-06,Buy,MASS,65443P102,908 DEVICES INC,40346,0.0235
ARKG,2021-05-06,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,361351,0.1568
ARKG,2021-05-06,Buy,FATE,31189P102,FATE THERAPEUTICS INC,224009,0.1973
ARKG,2021-05-06,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,140498,0.022
ARKG,2021-05-06,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,143100,0.1065
ARKG,2021-05-06,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,392856,0.0765
ARKG,2021-05-06,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,96092,0.0062
ARKG,2021-05-06,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,677028,0.5945
ARKG,2021-05-06,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,11653,0.0005
ARKG,2021-05-06,Sell,PHR,71944F106,PHREESIA INC,34800,0.0199
ARKG,2021-05-06,Sell,RHHBY,771195104,ROCHE HOLDING AG,988183,0.4786
