FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKQ,2021-05-06,Buy,AONE,G7000X105,ONE,14302,0.0047
ARKQ,2021-05-06,Buy,U,91332U101,UNITY SOFTWARE INC,171802,0.4972
ARKQ,2021-05-06,Buy,TER,880770102,TERADYNE INC,154474,0.6256
ARKQ,2021-05-06,Buy,EXPC,30217C109,EXPERIENCE INVESTMENT CORP,34916,0.0107
ARKQ,2021-05-06,Buy,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,274700,0.337
ARKQ,2021-05-06,Buy,SPFR,G50740102,JAWS SPITFIRE ACQUISITION CORP,115675,0.0377
ARKQ,2021-05-06,Buy,JD,47215P106,JD.COM INC,401997,1.0012
ARKQ,2021-05-06,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,94171,0.0815
ARKQ,2021-05-06,Sell,SPCE,92766K106,VIRGIN GALACTIC HOLDINGS INC,496600,0.3089
ARKQ,2021-05-06,Sell,KMTUY,500458401,KOMATSU LTD,234500,0.2323
ARKQ,2021-05-06,Sell,ISRG,46120E602,INTUITIVE SURGICAL INC,11167,0.3035
ARKQ,2021-05-06,Sell,DE,244199105,DEERE & CO,58550,0.7423
ARKQ,2021-05-06,Sell,CAT,149123101,CATERPILLAR INC,50443,0.3941
ARKQ,2021-05-06,Sell,WKHS,98138J206,WORKHORSE GROUP INC,1936693,0.6127
