FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-06,Buy,U,91332U101,UNITY SOFTWARE INC,79432,0.0342
ARKK,2021-05-06,Buy,BLI,084310101,BERKELEY LIGHTS INC,316048,0.0732
ARKK,2021-05-06,Buy,COIN,19260Q107,COINBASE GLOBAL INC,192872,0.2408
ARKK,2021-05-06,Buy,DKNG,26142R104,DRAFTKINGS INC,405000,0.1038
ARKK,2021-05-06,Buy,TXG,88025U109,10X GENOMICS INC,261566,0.1977
ARKK,2021-05-06,Buy,TWLO,90138F102,TWILIO INC,199320,0.3031
ARKK,2021-05-06,Buy,SKLZ,83067L109,SKILLZ INC,2296224,0.1707
ARKK,2021-05-06,Buy,ROKU,77543R102,ROKU INC,101800,0.14
ARKK,2021-05-06,Sell,TREE,52603B107,LENDINGTREE INC,54279,0.0506
ARKK,2021-05-06,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,100348,0.2435
ARKK,2021-05-06,Sell,PSTG,74624M102,PURE STORAGE INC,1816397,0.163
ARKK,2021-05-06,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,5939,0.0002
ARKK,2021-05-06,Sell,NVS,66987V109,NOVARTIS AG,234800,0.1002
ARKK,2021-05-06,Sell,NTDOY,654445303,NINTENDO CO LTD,72719,0.0248
ARKK,2021-05-06,Sell,BIDU,056752108,BAIDU INC,795956,0.7508
