FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-07-14,Buy,CND,206071102,CONCORD ACQUISITION CORP,490190,0.0858
ARKW,2021-07-14,Buy,MELI,58733R102,MERCADOLIBRE INC,11712,0.3021
ARKW,2021-07-14,Buy,KVSB,482505104,KHOSLA VENTURES ACQUISITION CO II,682700,0.1206
ARKW,2021-07-14,Buy,COIN,19260Q107,COINBASE GLOBAL INC,50518,0.1952
ARKW,2021-07-14,Buy,U,91332U101,UNITY SOFTWARE INC,42765,0.072
ARKW,2021-07-14,Sell,HUYA,44852D108,HUYA INC,84141,0.0218
ARKW,2021-07-14,Sell,DOCU,256163106,DOCUSIGN INC,21758,0.1002
ARKW,2021-07-14,Sell,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,290848,0.0762
ARKW,2021-07-14,Sell,PYPL,70450Y103,PAYPAL HOLDINGS INC,41435,0.2093
ARKW,2021-07-14,Sell,ROKU,77543R102,ROKU INC,16959,0.1184
ARKW,2021-07-14,Sell,TCEHY,88032Q109,TENCENT HOLDINGS LTD,80554,0.0971
