date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/14/2021,ARKX,TRIMBLE INC,TRMB,896239100,721323.00,59624559.18,9.65
7/14/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1095858.00,41280970.86,6.68
7/14/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417778.00,38606094.94,6.25
7/14/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,910271.00,35391336.48,5.73
7/14/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,150416.00,33780425.28,5.46
7/14/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,5315408.00,27106157.67,4.38
7/14/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,69691.00,26332047.44,4.26
7/14/2021,ARKX,THALES SA,HO,4162791,241827.00,25252841.85,4.09
7/14/2021,ARKX,KOMATSU LTD,6301,6496584,895688.00,22403334.86,3.62
7/14/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5962.00,21924420.32,3.55
7/14/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7077.00,18540961.53,3.00
7/14/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,359535.00,18448385.14,2.98
7/14/2021,ARKX,BOEING CO/THE,BA,097023105,74056.00,16899579.20,2.73
7/14/2021,ARKX,NETFLIX INC,NFLX,64110L106,30372.00,16421532.96,2.66
7/14/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,346164.00,15338526.84,2.48
7/14/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,386272.00,14674097.92,2.37
7/14/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,223522.00,14385875.92,2.33
7/14/2021,ARKX,JD.COM INC-ADR,JD,47215P106,177252.00,13563323.04,2.19
7/14/2021,ARKX,NVIDIA CORP,NVDA,67066G104,16104.00,13044240.00,2.11
7/14/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,122036.00,12635607.44,2.04
7/14/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1190925.00,11837794.50,1.91
7/14/2021,ARKX,TERADYNE INC,TER,880770102,87180.00,11053552.20,1.79
7/14/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,49646.00,10401333.46,1.68
7/14/2021,ARKX,DEERE & CO,DE,244199105,27096.00,9504463.92,1.54
7/14/2021,ARKX,AIRBUS SE,AIR,4012250,69618.00,9119316.93,1.48
7/14/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,91519.00,8935915.16,1.45
7/14/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63838.00,8144452.04,1.32
7/14/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31092.00,6967095.36,1.13
7/14/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,693861.00,6917794.17,1.12
7/14/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,801104.00,6769328.80,1.10
7/14/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24534.00,6822660.06,1.10
7/14/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,44236.00,6595145.24,1.07
7/14/2021,ARKX,ANSYS INC,ANSS,03662Q105,17882.00,6285880.64,1.02
7/14/2021,ARKX,HEICO CORP,HEI,422806109,44790.00,6133990.50,0.99
7/14/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12260.00,5360194.60,0.87
7/14/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,75287.00,5342365.52,0.86
7/14/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,396460.00,3928918.60,0.64
7/14/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,2268523.99,2268523.99,0.37
7/14/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,2162.00,124163.66,0.02
