date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/28/2021,ARKX,TRIMBLE INC,TRMB,896239100,607498.00,52627551.74,9.32
9/28/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1102739.00,41187301.65,7.30
9/28/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1525914.00,35492759.64,6.29
9/28/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,139076.00,31038981.68,5.50
9/28/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,85849.00,30335602.64,5.37
9/28/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,689904.00,29865944.16,5.29
9/28/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,210475.00,29009769.25,5.14
9/28/2021,ARKX,KOMATSU LTD,6301,6496584,1028088.00,25252990.38,4.47
9/28/2021,ARKX,THALES SA,HO,4162791,223576.00,22367800.47,3.96
9/28/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,5417313.00,22169154.25,3.93
9/28/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,205101.00,17689961.25,3.13
9/28/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1554732.00,17521829.64,3.10
9/28/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,310235.00,16895398.10,2.99
9/28/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,300462.00,16766342.70,2.97
9/28/2021,ARKX,AMAZON.COM INC,AMZN,023135106,4684.00,15952767.20,2.83
9/28/2021,ARKX,NETFLIX INC,NFLX,64110L106,25376.00,15038832.64,2.66
9/28/2021,ARKX,DEERE & CO,DE,244199105,32802.00,11560080.84,2.05
9/28/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,3991.00,11294609.82,2.00
9/28/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1101104.00,11077106.24,1.96
9/28/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,225085.00,9951007.85,1.76
9/28/2021,ARKX,TERADYNE INC,TER,880770102,80608.00,9474664.32,1.68
9/28/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,1186466.00,8993412.28,1.59
9/28/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,59023.00,8678151.69,1.54
9/28/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,923739.00,8378312.73,1.48
9/28/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,283345.00,7783487.15,1.38
9/28/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,781835.00,7787076.60,1.38
9/28/2021,ARKX,BOEING CO/THE,BA,097023105,30281.00,6787788.96,1.20
9/28/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,28743.00,6263099.70,1.11
9/28/2021,ARKX,HEICO CORP,HEI,422806109,44658.00,6094923.84,1.08
9/28/2021,ARKX,AIRBUS SE,AIR,4012250,43493.00,5965207.85,1.06
9/28/2021,ARKX,ANSYS INC,ANSS,03662Q105,16532.00,5883077.52,1.04
9/28/2021,ARKX,SYNOPSYS INC,SNPS,871607107,17406.00,5455040.40,0.97
9/28/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,32382.00,5265637.02,0.93
9/28/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,11315.00,4893963.80,0.87
9/28/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1892703.57,1892703.57,0.34
9/28/2021,ARKX,NVIDIA CORP,NVDA,67066G104,7817.00,1693162.20,0.30
