FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-19,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,3110,0.0004
ARKG,2021-08-19,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,86170,0.0059
ARKG,2021-08-19,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,435860,0.0543
ARKG,2021-08-19,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,176046,0.0205
ARKG,2021-08-19,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,18596,0.0076
ARKG,2021-08-19,Buy,QSI,74765K105,QUANTUM-SI INC,159178,0.0169
ARKG,2021-08-19,Buy,MASS,65443P102,908 DEVICES INC,1340,0.0005
ARKG,2021-08-19,Buy,ZY,98985X100,ZYMERGEN INC,109777,0.0136
ARKG,2021-08-19,Sell,RHHBY,771195104,ROCHE HOLDING AG,177900,0.1124
ARKG,2021-08-19,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,7224,0.0003
ARKG,2021-08-19,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,17408,0.0161
