date,fund,company,ticker,cusip,shares,market value($),weight(%)
5/18/2021,ARKX,TRIMBLE INC,TRMB,896239100,702414.00,53545019.22,8.87
5/18/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1129206.00,41238603.12,6.83
5/18/2021,ARKX,JD.COM INC-ADR,JD,47215P106,541941.00,36965795.61,6.12
5/18/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1460911.00,36157547.25,5.99
5/18/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,154997.00,33804845.70,5.60
5/18/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,893686.00,32941265.96,5.46
5/18/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,71805.00,28084371.60,4.65
5/18/2021,ARKX,KOMATSU LTD,6301,6496584,922688.00,27476950.52,4.55
5/18/2021,ARKX,THALES SA,HO,4162791,249187.00,25818499.87,4.28
5/18/2021,ARKX,BOEING CO/THE,BA,097023105,89203.00,20336499.94,3.37
5/18/2021,ARKX,AMAZON.COM INC,AMZN,023135106,6142.00,20086735.38,3.33
5/18/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,417637.00,17707808.80,2.93
5/18/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7293.00,16930043.13,2.80
5/18/2021,ARKX,DASSAULT SYSTEMES SE,DSY,5330047,74090.00,16538509.42,2.74
5/18/2021,ARKX,TERADYNE INC,TER,880770102,126550.00,15168283.00,2.51
5/18/2021,ARKX,NVIDIA CORP,NVDA,67066G104,25744.00,14587065.28,2.42
5/18/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,311832.00,13174902.00,2.18
5/18/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,84831.00,11884823.10,1.97
5/18/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,357059.00,11687331.11,1.94
5/18/2021,ARKX,NETFLIX INC,NFLX,64110L106,22542.00,11021685.48,1.83
5/18/2021,ARKX,DEERE & CO,DE,244199105,27916.00,10707181.80,1.77
5/18/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1065353.00,10568301.76,1.75
5/18/2021,ARKX,AIRBUS SE,AIR,4012250,88168.00,10387208.75,1.72
5/18/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,43671.00,9216764.55,1.53
5/18/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,65784.00,8855842.08,1.47
5/18/2021,ARKX,HEICO CORP,HEI,422806109,57185.00,7650781.15,1.27
5/18/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,32038.00,7255645.86,1.20
5/18/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,714989.00,7085540.99,1.17
5/18/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,62359.00,6732901.23,1.12
5/18/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,15664.00,6520766.56,1.08
5/18/2021,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,77580.00,6057446.40,1.00
5/18/2021,ARKX,SYNOPSYS INC,SNPS,871607107,25282.00,5966552.00,0.99
5/18/2021,ARKX,ANSYS INC,ANSS,03662Q105,18427.00,5919305.21,0.98
5/18/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,85578.00,5819304.00,0.96
5/18/2021,ARKX,AUTODESK INC,ADSK,052769106,18525.00,5090299.50,0.84
5/18/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,408535.00,4036325.80,0.67
5/18/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,430418.16,430418.16,0.07
5/18/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,22044.00,165330.00,0.03
5/18/2021,ARKX,WORKHORSE GROUP INC,WKHS,98138J206,1868.00,15411.00,0.00
5/18/2021,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,346.00,5757.44,0.00
