date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/27/2021,ARKX,TRIMBLE INC,TRMB,896239100,607498.00,53277574.60,9.41
9/27/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1101462.00,41326854.24,7.30
9/27/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1525914.00,34729802.64,6.14
9/27/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,139076.00,31082095.24,5.49
9/27/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,210475.00,29996897.00,5.30
9/27/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,85849.00,30005942.48,5.30
9/27/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,689904.00,29721064.32,5.25
9/27/2021,ARKX,KOMATSU LTD,6301,6496584,1028088.00,25363402.49,4.48
9/27/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,5417313.00,22022728.98,3.89
9/27/2021,ARKX,THALES SA,HO,4162791,223576.00,21831076.56,3.86
9/27/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,1554732.00,18081533.16,3.19
9/27/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,300462.00,17443341.65,3.08
9/27/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,310235.00,16349384.50,2.89
9/27/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,190701.00,16060838.22,2.84
9/27/2021,ARKX,AMAZON.COM INC,AMZN,023135106,4684.00,16045135.68,2.84
9/27/2021,ARKX,NETFLIX INC,NFLX,64110L106,25376.00,15032488.64,2.66
9/27/2021,ARKX,DEERE & CO,DE,244199105,32802.00,11456098.50,2.02
9/27/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,3991.00,11384966.06,2.01
9/27/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,1101104.00,11341371.20,2.00
9/27/2021,ARKX,TERADYNE INC,TER,880770102,80608.00,9618952.64,1.70
9/27/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,225085.00,9581868.45,1.69
9/27/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,1186466.00,8874765.68,1.57
9/27/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,59023.00,8688775.83,1.54
9/27/2021,ARKX,ARCHER AVIATION INC,ACHR,03945R102,923739.00,8572297.92,1.51
9/27/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,283345.00,8092333.20,1.43
9/27/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,781835.00,7802713.30,1.38
9/27/2021,ARKX,HEICO CORP,HEI,422806109,50810.00,6844107.00,1.21
9/27/2021,ARKX,BOEING CO/THE,BA,097023105,30281.00,6703910.59,1.18
9/27/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,28743.00,6300178.17,1.11
9/27/2021,ARKX,ANSYS INC,ANSS,03662Q105,16532.00,5977144.60,1.06
9/27/2021,ARKX,AIRBUS SE,AIR,4012250,43493.00,5880600.12,1.04
9/27/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,32382.00,5589780.84,0.99
9/27/2021,ARKX,SYNOPSYS INC,SNPS,871607107,17406.00,5603687.64,0.99
9/27/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,11315.00,4904939.35,0.87
9/27/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,1901594.66,1901594.66,0.34
9/27/2021,ARKX,NVIDIA CORP,NVDA,67066G104,7817.00,1726071.77,0.30
