date,fund,company,ticker,cusip,shares,market value($),weight(%)
7/30/2021,ARKX,TRIMBLE INC,TRMB,896239100,721323.00,61665903.27,9.99
7/30/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,1095858.00,41478225.30,6.72
7/30/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417778.00,38889650.54,6.30
7/30/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,910271.00,38003814.25,6.15
7/30/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,150416.00,34377576.80,5.57
7/30/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,73735.00,27473661.00,4.45
7/30/2021,ARKX,THALES SA,HO,4162791,241827.00,26096521.59,4.23
7/30/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,227665.00,25327731.25,4.10
7/30/2021,ARKX,KOMATSU LTD,6301,6496584,895688.00,23466289.08,3.80
7/30/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,7077.00,19325942.37,3.13
7/30/2021,ARKX,AMAZON.COM INC,AMZN,023135106,5123.00,18442390.16,2.99
7/30/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,4888223.00,18401256.44,2.98
7/30/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,324987.00,17761375.75,2.88
7/30/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,272618.00,17188564.90,2.78
7/30/2021,ARKX,BOEING CO/THE,BA,097023105,74056.00,17153591.28,2.78
7/30/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,169341.00,17069572.80,2.76
7/30/2021,ARKX,NETFLIX INC,NFLX,64110L106,30372.00,15618801.00,2.53
7/30/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,346164.00,15390451.44,2.49
7/30/2021,ARKX,NVIDIA CORP,NVDA,67066G104,61252.00,12043368.24,1.95
7/30/2021,ARKX,REINVENT TECHNOLOGY-CLASS A,RTP,G7483N129,1190925.00,11885431.50,1.92
7/30/2021,ARKX,TERADYNE INC,TER,880770102,87180.00,10954167.00,1.77
7/30/2021,ARKX,DEERE & CO,DE,244199105,27096.00,9749140.80,1.58
7/30/2021,ARKX,AIRBUS SE,AIR,4012250,69618.00,9602026.06,1.56
7/30/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,63838.00,8575358.54,1.39
7/30/2021,ARKX,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,41676.00,8232677.04,1.33
7/30/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,973420.00,7660815.40,1.24
7/30/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,31092.00,7240704.96,1.17
7/30/2021,ARKX,SYNOPSYS INC,SNPS,871607107,24534.00,7005193.02,1.13
7/30/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,44236.00,6981325.52,1.13
7/30/2021,ARKX,JAWS SPITFIRE ACQUISITION-A,SPFR,G50740102,693861.00,6917794.17,1.12
7/30/2021,ARKX,ANSYS INC,ANSS,03662Q105,17882.00,6533546.34,1.06
7/30/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,6387583.88,6387583.88,1.03
7/30/2021,ARKX,HEICO CORP,HEI,422806109,44790.00,6112043.40,0.99
7/30/2021,ARKX,MEITUAN-CLASS B,3690,BGJW376,206663.00,6074764.22,0.98
7/30/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,12260.00,5504004.40,0.89
7/30/2021,ARKX,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,396460.00,3932883.20,0.64
7/30/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,291339.00,2930870.34,0.47
7/30/2021,ARKX,RAVEN INDUSTRIES INC,RAVN,754212108,100.00,5859.00,0.00
