FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKW,2021-05-10,Buy,TWLO,90138F102,TWILIO INC,29955,0.1542
ARKW,2021-05-10,Buy,TTD,88339J105,TRADE DESK INC/THE,35673,0.3337
ARKW,2021-05-10,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,294177,0.0979
ARKW,2021-05-10,Buy,PDD,722304102,PINDUODUO INC,95828,0.1995
ARKW,2021-05-10,Buy,PATH,90364P105,UIPATH INC,108374,0.1213
ARKW,2021-05-10,Buy,NNDM,63008G203,NANO DIMENSION LTD,1077701,0.1233
ARKW,2021-05-10,Buy,DKNG,26142R104,DRAFTKINGS INC,182020,0.1486
ARKW,2021-05-10,Sell,OPEN,683712103,OPENDOOR TECHNOLOGIES INC,1617801,0.4872
ARKW,2021-05-10,Sell,BIDU,056752108,BAIDU INC,108346,0.3546
ARKW,2021-05-10,Sell,PSTG,74624M102,PURE STORAGE INC,643378,0.2061
ARKW,2021-05-10,Sell,API,00851L103,AGORA INC,105162,0.0767
ARKW,2021-05-10,Sell,ADYEY,00783V104,ADYEN NV,38963,0.0307
