FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-09-21,Buy,COIN,19260Q107,COINBASE GLOBAL INC,65612,0.0748
ARKK,2021-09-21,Buy,TWOU,90214J101,2U INC,69969,0.0116
ARKK,2021-09-21,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,317206,0.0355
ARKK,2021-09-21,Buy,ROKU,77543R102,ROKU INC,83958,0.1287
ARKK,2021-09-21,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,99318,0.1318
ARKK,2021-09-21,Buy,PD,69553P100,PAGERDUTY INC,18425,0.004
ARKK,2021-09-21,Buy,DNA,37611X100,GINKGO BIOWORKS HOLDINGS INC,88900,0.0049
ARKK,2021-09-21,Sell,NTDOY,654445303,NINTENDO CO LTD,90600,0.0261
ARKK,2021-09-21,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,221000,0.046
ARKK,2021-09-21,Sell,TER,880770102,TERADYNE INC,417933,0.232
ARKK,2021-09-21,Sell,PRLB,743713109,PROTO LABS INC,38881,0.0132
