date,fund,company,ticker,cusip,market value($),weight(%)
10/25/2021,ARKW,TESLA INC,TSLA,88160R101,532879627.84,9.86
10/25/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,387049650.00,7.16
10/25/2021,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,337376416.32,6.24
10/25/2021,ARKW,TWITTER INC,TWTR,90184L102,289677283.52,5.36
10/25/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,272649482.28,5.05
10/25/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,240527125.65,4.45
10/25/2021,ARKW,ROKU INC,ROKU,77543R102,232438238.76,4.30
10/25/2021,ARKW,SQUARE INC - A,SQ,852234103,217409160.26,4.02
10/25/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,207010321.92,3.83
10/25/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,204361377.10,3.78
10/25/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,195487380.48,3.62
10/25/2021,ARKW,TWILIO INC - A,TWLO,90138F102,193834876.69,3.59
10/25/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,165136555.71,3.06
10/25/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,158949615.11,2.94
10/25/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,127741391.82,2.36
10/25/2021,ARKW,UIPATH INC - CLASS A,PATH,90364P105,124071989.60,2.30
10/25/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,122349760.60,2.26
10/25/2021,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,107036457.06,1.98
10/25/2021,ARKW,SPLUNK INC,SPLK,848637104,92836157.15,1.72
10/25/2021,ARKW,ETSY INC,ETSY,29786A106,85653986.51,1.59
10/25/2021,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,83209908.60,1.54
10/25/2021,ARKW,PAGERDUTY INC,PD,69553P100,69480727.03,1.29
10/25/2021,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,67326001.79,1.25
10/25/2021,ARKW,WALT DISNEY CO/THE,DIS,254687106,65614841.22,1.21
10/25/2021,ARKW,SKILLZ INC,SKLZ,83067L109,65489880.63,1.21
10/25/2021,ARKW,LIVEPERSON INC,LPSN,538146101,61962661.85,1.15
10/25/2021,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,62254671.78,1.15
10/25/2021,ARKW,SEA LTD-ADR,SE,81141R100,61042316.50,1.13
10/25/2021,ARKW,OKTA INC,OKTA,679295105,57715049.66,1.07
10/25/2021,ARKW,DOCUSIGN INC,DOCU,256163106,56799053.85,1.05
10/25/2021,ARKW,FARFETCH LTD-CLASS A,FTCH,30744W107,55781386.76,1.03
10/25/2021,ARKW,VUZIX CORP,VUZI,92921W300,52674350.25,0.97
10/25/2021,ARKW,VERACYTE INC,VCYT,92337F107,52450049.60,0.97
10/25/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,48240883.60,0.89
10/25/2021,ARKW,KHOSLA VENTURES ACQUISITIO-A,KVSB,482505104,46883853.00,0.87
10/25/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,41889295.68,0.78
10/25/2021,ARKW,2U INC,TWOU,90214J101,41897465.28,0.78
10/25/2021,ARKW,SNAP INC - A,SNAP,83304A106,38809075.92,0.72
10/25/2021,ARKW,NANO DIMENSION LTD - ADR,NNDM,63008G203,36887202.84,0.68
10/25/2021,ARKW,CONCORD ACQUISITION CORP -A,CND,206071102,28320857.93,0.52
10/25/2021,ARKW,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,8131738.56,0.15
10/25/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,5237835.20,0.10
10/25/2021,ARKW,SNOWFLAKE INC-CLASS A,SNOW,833445109,33298.44,0.00
