date,fund,company,ticker,cusip,market value($),weight(%)
10/25/2021,PRNT,HP INC,HPQ,40434L105,19397841.87,4.13
10/25/2021,PRNT,RENISHAW PLC,RSW,0732358,19239695.69,4.09
10/25/2021,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,18832656.11,4.01
10/25/2021,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,18857668.98,4.01
10/25/2021,PRNT,AUTODESK INC,ADSK,052769106,18399391.08,3.91
10/25/2021,PRNT,BICO GROUP AB,BICO,BKMFJ94,18315883.02,3.90
10/25/2021,PRNT,PTC INC,PTC,69370C100,17949748.32,3.82
10/25/2021,PRNT,PROTO LABS INC,PRLB,743713109,17946607.32,3.82
10/25/2021,PRNT,TRIMBLE INC,TRMB,896239100,17956390.32,3.82
10/25/2021,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,17911026.57,3.81
10/25/2021,PRNT,CONFORMIS INC,CFMS,20717E101,17798602.96,3.79
10/25/2021,PRNT,ANSYS INC,ANSS,03662Q105,17744898.16,3.78
10/25/2021,PRNT,STRATASYS LTD,SSYS,M85548101,17779832.00,3.78
10/25/2021,PRNT,DESKTOP METAL INC-A,DM,25058X105,17737967.52,3.77
10/25/2021,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,17612403.90,3.75
10/25/2021,PRNT,XOMETRY INC-A,XMTR,98423F109,17639997.00,3.75
10/25/2021,PRNT,MICROSOFT CORP,MSFT,594918104,17594295.60,3.74
10/25/2021,PRNT,3D SYSTEMS CORP,DDD,88554D205,17315305.28,3.68
10/25/2021,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,17318851.58,3.68
10/25/2021,PRNT,EXONE CO/THE,XONE,302104104,17245495.68,3.67
10/25/2021,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,17223545.60,3.66
10/25/2021,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,5899620.55,1.26
10/25/2021,PRNT,AMETEK INC,AME,031100100,5871531.22,1.25
10/25/2021,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,5780051.60,1.23
10/25/2021,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,5746440.15,1.22
10/25/2021,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,5680596.64,1.21
10/25/2021,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,5661616.65,1.20
10/25/2021,PRNT,MICHELIN (CGDE),ML,4588364,5491376.03,1.17
10/25/2021,PRNT,GENERAL ELECTRIC CO,GE,369604301,5493215.70,1.17
10/25/2021,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,5501441.66,1.17
10/25/2021,PRNT,EXCO TECHNOLOGIES LTD,XTC,2325392,5446491.37,1.16
10/25/2021,PRNT,SIEMENS AG-REG,SIE,5727973,5386104.40,1.15
10/25/2021,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,5380903.17,1.14
10/25/2021,PRNT,MOOG INC-CLASS A,MOG/A,615394202,5320345.28,1.13
10/25/2021,PRNT,ARCONIC CORP,ARNC,03966V107,5167652.21,1.10
10/25/2021,PRNT,KAISER ALUMINUM CORP,KALU,483007704,4732132.26,1.01
10/25/2021,PRNT,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,673316.39,0.14
10/25/2021,PRNT,XEROX HOLDINGS CORP,XRX,98421M106,514621.62,0.11
10/25/2021,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,525598.60,0.11
10/25/2021,PRNT,5N PLUS INC,VNP,B2B3VZ3,535132.63,0.11
10/25/2021,PRNT,SANDVIK AB,SAND,B1VQ252,540413.35,0.11
10/25/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,519146.53,0.11
10/25/2021,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,521000.52,0.11
10/25/2021,PRNT,3M CO,MMM,88579Y101,507505.60,0.11
10/25/2021,PRNT,TORAY INDUSTRIES INC,3402,6897143,506800.30,0.11
10/25/2021,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,502162.19,0.11
10/25/2021,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,493746.30,0.11
10/25/2021,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,509168.71,0.11
10/25/2021,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,472903.64,0.10
10/25/2021,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,486151.34,0.10
10/25/2021,PRNT,EASTMAN KODAK CO,KODK,277461406,474864.42,0.10
10/25/2021,PRNT,HEXCEL CORP,HXL,428291108,477832.59,0.10
10/25/2021,PRNT,VOESTALPINE AG,VOE,4943402,490750.19,0.10
10/25/2021,PRNT,PYROGENESIS CANADA INC,PYR,B43JTF9,460436.64,0.10
10/25/2021,PRNT,SGL CARBON SE,SGL,4818351,429161.25,0.09
10/25/2021,PRNT,GREAT BRITISH POUND,,GBP,0.33,0.00
