date,fund,company,ticker,cusip,market value($),weight(%)
10/05/2021,ARKQ,TESLA INC,TSLA,88160R101,269175344.13,10.94
10/05/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,176171041.41,7.16
10/05/2021,ARKQ,TRIMBLE INC,TRMB,896239100,172976996.96,7.03
10/05/2021,ARKQ,UIPATH INC - CLASS A,PATH,90364P105,167882354.90,6.82
10/05/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,140135811.00,5.69
10/05/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,112117215.02,4.55
10/05/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,91904285.73,3.73
10/05/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,90216890.69,3.67
10/05/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,86885563.93,3.53
10/05/2021,ARKQ,3D SYSTEMS CORP,DDD,88554D205,82338996.40,3.35
10/05/2021,ARKQ,DEERE & CO,DE,244199105,78247666.44,3.18
10/05/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,72155704.50,2.93
10/05/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,62270282.80,2.53
10/05/2021,ARKQ,TUSIMPLE HOLDINGS INC - A,TSP,90089L108,62355380.10,2.53
10/05/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,60890675.22,2.47
10/05/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,55278005.12,2.25
10/05/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,54272725.52,2.20
10/05/2021,ARKQ,TERADYNE INC,TER,880770102,51166288.22,2.08
10/05/2021,ARKQ,MARKFORGED HOLDING CORP,MKFG,57064N102,49439732.80,2.01
10/05/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,47468885.94,1.93
10/05/2021,ARKQ,BLADE AIR MOBILITY INC,BLDE,092667104,43721693.40,1.78
10/05/2021,ARKQ,CATERPILLAR INC,CAT,149123101,41746980.80,1.70
10/05/2021,ARKQ,ARCHER AVIATION INC-A,ACHR,03945R102,38826775.10,1.58
10/05/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,34119117.30,1.39
10/05/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,33349683.25,1.35
10/05/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,31002271.36,1.26
10/05/2021,ARKQ,2U INC,TWOU,90214J101,27731140.85,1.13
10/05/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,26326594.62,1.07
10/05/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,25484949.75,1.04
10/05/2021,ARKQ,PROTO LABS INC,PRLB,743713109,24804735.90,1.01
10/05/2021,ARKQ,VELO3D INC,VLD,92259N104,24874472.70,1.01
10/05/2021,ARKQ,ANSYS INC,ANSS,03662Q105,24401006.59,0.99
10/05/2021,ARKQ,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,24482673.18,0.99
10/05/2021,ARKQ,VUZIX CORP,VUZI,92921W300,23424019.95,0.95
10/05/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,22409908.69,0.91
10/05/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,20257033.80,0.82
10/05/2021,ARKQ,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,9782289.66,0.40
10/05/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,889494.40,0.04
10/05/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,444221.45,0.02
