date,fund,company,ticker,cusip,shares,market value($),weight(%)
9/7/2021,ARKF,SQUARE INC - A,SQ,852234103,1477913.00,398652252.62,10.50
9/7/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,156332.00,242979011.00,6.40
9/7/2021,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,731516.00,203683315.04,5.36
9/7/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,2001466.00,195263022.96,5.14
9/7/2021,ARKF,SEA LTD-ADR,SE,81141R100,539658.00,190693550.88,5.02
9/7/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,600116.00,173511539.08,4.57
9/7/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,85291.00,165977138.91,4.37
9/7/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,48858.00,154988665.53,4.08
9/7/2021,ARKF,TWILIO INC - A,TWLO,90138F102,369842.00,135817077.66,3.58
9/7/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6169385.00,118328804.30,3.12
9/7/2021,ARKF,UIPATH INC - CLASS A,PATH,90364P105,1642304.00,104072804.48,2.74
9/7/2021,ARKF,JD.COM INC-ADR,JD,47215P106,1299820.00,103797126.10,2.73
9/7/2021,ARKF,DOCUSIGN INC,DOCU,256163106,327832.00,101644311.60,2.68
9/7/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,268150.00,100894119.00,2.66
9/7/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,698401.00,100960848.56,2.66
9/7/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1680929.00,95123772.11,2.51
9/7/2021,ARKF,Z HOLDINGS CORP,4689,6084848,13924806.00,92933592.90,2.45
9/7/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,1343676.00,81991109.52,2.16
9/7/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,649487.00,78360606.55,2.06
9/7/2021,ARKF,INTUIT INC,INTU,461202103,134564.00,75793173.00,2.00
9/7/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,779925.00,74794807.50,1.97
9/7/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,2324965.00,72166913.60,1.90
9/7/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,688808.00,70416841.84,1.85
9/7/2021,ARKF,STONECO LTD-A,STNE,G85158106,1508564.00,67327211.32,1.77
9/7/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,523004.00,63351474.52,1.67
9/7/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,206850.00,61463409.00,1.62
9/7/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,185662.00,51565763.88,1.36
9/7/2021,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1859616.00,49540170.24,1.30
9/7/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,766257.00,48358479.27,1.27
9/7/2021,ARKF,DISCOVERY LTD,DSY,6177878,5199779.00,44450266.45,1.17
9/7/2021,ARKF,ETSY INC,ETSY,29786A106,195447.00,43072609.86,1.13
9/7/2021,ARKF,AMAZON.COM INC,AMZN,023135106,11690.00,40658404.50,1.07
9/7/2021,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,920967.00,39923919.45,1.05
9/7/2021,ARKF,FARFETCH LTD-CLASS A,FTCH,30744W107,912347.00,39623230.21,1.04
9/7/2021,ARKF,SNAP INC - A,SNAP,83304A106,516408.00,38771912.64,1.02
9/7/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,214731.00,23878087.20,0.63
9/7/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,3864863.00,18576887.49,0.49
9/7/2021,ARKF,YEAHKA LTD,9923,BL58D39,4056800.00,18220373.08,0.48
9/7/2021,ARKF,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,9453549.91,9453549.91,0.25
9/7/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,25697.00,1969418.08,0.05
9/7/2021,ARKF,SOUTH AFRICAN RAND,,ZAR,136.75,9.57,0.00
