date,fund,company,ticker,cusip,market value($),weight(%)
10/13/2021,ARKX,TRIMBLE INC,TRMB,896239100,48391137.88,9.06
10/13/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,40907823.04,7.66
10/13/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,33656528.06,6.30
10/13/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,32559421.44,6.10
10/13/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,30353176.84,5.68
10/13/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,28934211.24,5.42
10/13/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,25849794.30,4.84
10/13/2021,ARKX,KOMATSU LTD,6301,6496584,24113331.97,4.51
10/13/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,20824012.89,3.90
10/13/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,18325164.63,3.43
10/13/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,17219730.57,3.22
10/13/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,16533622.00,3.10
10/13/2021,ARKX,NETFLIX INC,NFLX,64110L106,15657246.76,2.93
10/13/2021,ARKX,AMAZON.COM INC,AMZN,023135106,15028643.24,2.81
10/13/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,14972444.05,2.80
10/13/2021,ARKX,THALES SA,HO,4162791,13526065.07,2.53
10/13/2021,ARKX,DEERE & CO,DE,244199105,10705489.20,2.00
10/13/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,10651435.97,1.99
10/13/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,10001660.40,1.87
10/13/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,9173442.30,1.72
10/13/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,9030704.00,1.69
10/13/2021,ARKX,TERADYNE INC,TER,880770102,8543020.35,1.60
10/13/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,8440988.90,1.58
10/13/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,7497030.40,1.40
10/13/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,6627206.43,1.24
10/13/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,6456818.64,1.21
10/13/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,6082471.07,1.14
10/13/2021,ARKX,VELO3D INC,VLD,92259N104,5990052.64,1.12
10/13/2021,ARKX,HEICO CORP,HEI,422806109,5642612.48,1.06
10/13/2021,ARKX,ANSYS INC,ANSS,03662Q105,5610197.84,1.05
10/13/2021,ARKX,AIRBUS SE,AIR,4012250,5607737.89,1.05
10/13/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,5058171.88,0.95
10/13/2021,ARKX,SYNOPSYS INC,SNPS,871607107,5017831.28,0.94
10/13/2021,ARKX,BOEING CO/THE,BA,097023105,4786186.56,0.90
10/13/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,4739252.48,0.89
10/13/2021,ARKX,NVIDIA CORP,NVDA,67066G104,1595594.49,0.30
